Time_stamp,Seconds,X,Y,Z
1/9/2020 19:06,0.1,0.10597229,0.035583496,0.039215088
1/9/2020 19:06,0.1,-0.028411865,0.022750854,0.024551392
1/9/2020 19:06,0.101,0.016784668,0.038024902,0.0599823
1/9/2020 19:06,0.099,-0.013748169,0.06613159,0.08807373
1/9/2020 19:06,0.1,0.032058716,0.10827637,0.11616516
1/9/2020 19:06,0.1,0.007629395,0.11193848,0.16625977
1/9/2020 19:06,0.1,0.004577637,0.14614868,0.18521118
1/9/2020 19:06,0.101,-0.008239746,0.1516571,0.16137695
1/9/2020 19:06,0.099,0.01373291,0.07650757,0.12472534
1/9/2020 19:06,0.1,0.023513794,0.07772827,0.12289429
1/9/2020 19:06,0.1,0.06138611,0.13392639,0.098464966
1/9/2020 19:06,0.1,-0.06138611,0.042907715,-0.001098633
1/9/2020 19:06,0.1,-0.027191162,-0.021224976,-0.021881104
1/9/2020 19:06,0.1,-9.31E-04,0.010543823,-0.02798462
1/9/2020 19:06,0.101,-0.010681152,0.030090332,0.004394531
1/9/2020 19:06,0.099,-0.029632568,0.019699097,-4.88E-04
1/9/2020 19:06,0.1,-0.011917114,-0.016326904,0.018447876
1/9/2020 19:06,0.1,-0.025344849,0.002609253,-0.010269165
1/9/2020 19:06,0.1,-0.003356934,-0.026107788,-0.037750244
1/9/2020 19:06,0.1,0.0259552,-0.064590454,-0.082962036
1/9/2020 19:06,0.101,-0.004577637,-0.06336975,-0.106781006
1/9/2020 19:06,0.099,-0.044296265,-0.12017822,-0.13304138
1/9/2020 19:06,0.1,-0.016799927,-0.11405945,-0.1519928
1/9/2020 19:06,0.1,-0.029022217,-0.09819031,-0.14221191
1/9/2020 19:06,0.1,0.035110474,-0.07191467,-0.15138245
1/9/2020 19:06,0.102,-0.040618896,-0.13116455,-0.13122559
1/9/2020 19:06,0.098,-0.007019043,-0.097579956,-0.14526367
1/9/2020 19:06,0.1,-0.008865356,-0.049926758,-0.062805176
1/9/2020 19:06,0.101,-0.040618896,-0.05419922,-0.03225708
1/9/2020 19:06,0.099,0.003356934,0.051467896,0.032485962
1/9/2020 19:06,0.1,-0.040618896,-0.008392334,0.006835938
1/9/2020 19:06,0.1,-0.013748169,0.009918213,0.05203247
1/9/2020 19:06,0.101,0.024124146,-0.02671814,-0.01637268
1/9/2020 19:06,0.099,9.16E-04,0.08872986,0.11494446
1/9/2020 19:06,0.1,-0.001525879,0.03375244,0.028213501
1/9/2020 19:06,0.101,0.04244995,0.14614868,0.18336487
1/9/2020 19:06,0.1,0.009460449,0.16325378,0.21940613
1/9/2020 19:06,0.099,0.007629395,0.18952942,0.1778717
1/9/2020 19:06,0.1,-0.028411865,0.107666016,0.13999939
1/9/2020 19:06,0.1,0.022903442,0.083236694,0.07707214
1/9/2020 19:06,0.1,0.25196838,-0.228302,0.06730652
1/9/2020 19:06,0.1,-0.076049805,-0.010223389,-0.034698486
1/9/2020 19:06,0.101,-0.008865356,-0.004119873,-0.0236969
1/9/2020 19:06,0.099,-0.05467224,-0.004714966,-0.015151978
1/9/2020 19:06,0.101,-0.014358521,-0.021820068,-0.017593384
1/9/2020 19:06,0.099,-0.004577637,-0.057876587,-0.05241394
1/9/2020 19:06,0.1,0.055877686,-0.15133667,-0.20207214
1/9/2020 19:06,0.1,0.048553467,-0.13362122,-0.27111816
1/9/2020 19:06,0.1,0.023513794,0.03375244,-0.30348206
1/9/2020 19:06,0.1,-0.09376526,-0.16293335,-0.41160583
1/9/2020 19:06,0.1,-0.005203247,-0.13789368,-0.15014648
1/9/2020 19:06,0.101,0.024734497,-0.040161133,-0.05607605
1/9/2020 19:06,0.099,-0.007644653,-0.06825256,-0.017593384
1/9/2020 19:06,0.1,0.002136231,0.031921387,-0.030426025
1/9/2020 19:06,0.1,-0.23548889,0.1003418,-0.11412048
1/9/2020 19:06,0.1,0.047332764,0.056350708,-0.033477783
1/9/2020 19:06,0.1,-0.029022217,-0.01083374,0.012954712
1/9/2020 19:06,0.1,0.035720825,-0.09451294,0.041656494
1/9/2020 19:06,0.1,-0.014968872,1.68E-04,0.09173584
1/9/2020 19:06,0.1,-0.007019043,0.11500549,0.21696472
1/9/2020 19:06,0.101,0.09559631,0.11804199,0.19619751
1/9/2020 19:06,0.1,0.022903442,0.15959167,0.14427185
1/9/2020 19:06,0.099,-0.028411865,0.19807434,0.18092346
1/9/2020 19:06,0.1,-0.116989136,0.12232971,0.11557007
1/9/2020 19:06,0.1,0.19332886,0.3801117,0.21574402
1/9/2020 19:06,0.1,0.09559631,0.12599182,0.12350464
1/9/2020 19:06,0.101,0.044281006,0.07345581,0.060577393
1/9/2020 19:06,0.099,-0.01802063,-0.017562866,0.013549805
1/9/2020 19:06,0.1,-0.020462036,-0.10307312,-0.03591919
