Date_time,X,Y,Z,ts,Profile,Activity
2020-01-07 13:33:19.319,0.155304,-0.804245,-0.561081,1578403999,MG,stand
2020-01-07 13:33:19.418,0.158524,-0.807632,-0.5760350000000001,1578403999,MG,stand
2020-01-07 13:33:19.518,0.107758,-0.759979,-0.655258,1578403999,MG,stand
2020-01-07 13:33:19.618,0.091888,-0.76265,-0.638779,1578403999,MG,stand
2020-01-07 13:33:19.718,0.068726,-0.781647,-0.618073,1578403999,MG,stand
2020-01-07 13:33:19.818,0.046249,-0.79953,-0.6443479999999999,1578403999,MG,stand
2020-01-07 13:33:19.918,0.052841,-0.831116,-0.595917,1578403999,MG,stand
2020-01-07 13:33:20.018,0.065201,-0.847916,-0.640564,1578404000,MG,stand
2020-01-07 13:33:20.118,-0.036667,-0.740189,-0.5775600000000001,1578404000,MG,stand
2020-01-07 13:33:20.218,-0.012817,-0.8037569999999999,-0.615799,1578404000,MG,stand
2020-01-07 13:33:20.318,-0.047821,-0.779053,-0.5664520000000001,1578404000,MG,stand
2020-01-07 13:33:20.418,-0.034546,-0.802109,-0.532623,1578404000,MG,stand
2020-01-07 13:33:20.518,-0.017075,-0.81958,-0.589645,1578404000,MG,stand
2020-01-07 13:33:20.618,-0.007720999999999999,-0.854843,-0.565811,1578404000,MG,stand
2020-01-07 13:33:20.718,-0.016983,-0.848618,-0.5093840000000001,1578404000,MG,stand
2020-01-07 13:33:20.818,-0.01825,-0.835205,-0.4764560000000001,1578404000,MG,stand
2020-01-07 13:33:20.918,-0.005340999999999999,-0.850555,-0.487991,1578404000,MG,stand
2020-01-07 13:33:21.018,0.01329,-0.8606870000000001,-0.500793,1578404001,MG,stand
2020-01-07 13:33:21.118,-0.007004000000000001,-0.8657379999999999,-0.468063,1578404001,MG,stand
2020-01-07 13:33:21.218,0.024475,-0.864777,-0.549454,1578404001,MG,stand
2020-01-07 13:33:21.318,-0.019318,-0.8405459999999999,-0.552902,1578404001,MG,stand
