time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
10.407502,-0.073860,-0.023141,-0.003813
10.437618,-0.025425,-0.027172,-0.004553
10.467736,-0.020270,0.006589,0.006712
10.507891,-0.012700,-0.014104,-0.005516
10.538008,0.009445,-0.005466,0.000040
10.568125,0.028352,0.019406,0.002272
10.608281,0.019483,0.019015,-0.005863
10.638398,0.035471,0.043015,-0.014157
10.668515,0.029396,-0.002468,-0.011558
10.698632,-0.004775,-0.006963,-0.004462
10.738788,0.029758,0.043438,-0.013434
10.768905,0.002204,0.017366,-0.006361
10.799022,-0.000403,-0.009282,-0.005377
10.839178,0.028738,0.016275,0.002088
10.869295,0.021180,0.010750,-0.008515
10.899412,-0.018871,0.005144,0.002533
10.939568,-0.036762,-0.005564,-0.000091
10.969685,-0.015518,0.007327,-0.004700
10.999802,0.024950,0.000615,-0.003016
11.039958,-0.008397,-0.000431,-0.003325
11.070075,-0.009996,-0.018646,-0.000293
11.100192,-0.046802,-0.033410,-0.001349
11.140348,-0.031813,-0.025914,0.003229
11.170465,0.003822,-0.017429,-0.002080
11.200582,0.029966,0.031362,-0.009487
11.240738,0.017454,0.024711,0.001084
11.270855,-0.019402,-0.016136,0.004748
11.300972,-0.022298,-0.016143,0.000006
11.341128,0.013553,0.024215,-0.002299
11.371245,-0.011272,0.010281,-0.000718
11.401362,-0.035860,-0.037886,0.002077
11.441518,-0.048616,-0.030517,0.000178
11.471635,-0.032695,-0.008556,-0.004461
11.501752,-0.013294,-0.009064,-0.000433
11.541908,0.001172,0.002070,-0.005042
11.572025,0.002088,-0.001709,-0.004516
11.602142,-0.009597,-0.006813,-0.006254
11.632259,-0.023175,-0.018748,0.001674
11.672415,-0.000719,-0.024154,-0.000861
11.702532,0.010908,0.009268,-0.002961
11.732649,0.011107,0.002081,-0.001974
11.772805,0.007731,-0.000887,0.000034
11.802922,0.016878,-0.001282,-0.006946
11.833039,-0.000063,-0.011786,-0.002249
11.873195,-0.009817,-0.001619,0.004349
11.903312,0.006411,0.001889,-0.003076
11.933429,-0.008958,-0.016415,0.001377
11.973585,-0.018908,-0.023189,-0.002259
12.017471,-0.010807,-0.015369,0.004305
12.047588,-0.006603,-0.017397,-0.000014
12.077705,-0.038216,-0.022260,0.004956
12.107822,-0.029371,-0.040005,0.011559
12.147978,0.009607,0.014511,-0.002653
12.178095,-0.011203,-0.015053,-0.004846
12.208212,-0.039438,-0.054028,-0.005882
12.248368,-0.044231,-0.034413,-0.000353
12.278485,-0.008847,0.012084,0.005151
12.308602,0.002617,0.002443,0.002764
12.348758,-0.003219,0.005361,-0.007096
12.378875,0.014995,0.006498,-0.003437
12.408992,-0.004053,0.004821,0.005138
12.449148,-0.001393,-0.000497,0.001303
12.479265,-0.004418,-0.002418,0.000303
12.509382,-0.016317,-0.019565,0.002327
12.549538,-0.014716,-0.020711,-0.002724
12.579655,-0.005927,-0.014728,-0.000814
12.609772,-0.001384,-0.008472,-0.001200
12.639894,0.008666,0.012917,-0.003748
12.680050,0.006083,0.001936,-0.005300
12.710167,0.009351,0.000863,0.001320
12.740284,0.022352,0.010511,-0.001495
12.780440,0.004654,-0.004272,-0.002786
12.810557,-0.009712,-0.008994,-0.000724
12.840674,0.006236,-0.001675,-0.000900
12.880830,-0.008249,-0.009625,-0.002336
12.910947,0.010084,-0.000441,-0.004180
12.941064,0.028342,0.021938,-0.006492
12.981220,0.014819,0.009978,-0.007507
13.011337,-0.022026,-0.015999,0.000379
13.041454,-0.031051,-0.020927,-0.003370
13.081610,0.004498,-0.006459,-0.002848
13.111727,-0.000119,-0.006709,-0.002331
13.141844,-0.007963,-0.003533,0.002066
13.182000,-0.006905,-0.010578,0.003330
13.212116,0.006054,-0.002328,-0.007251
13.242234,0.028120,0.017827,-0.005402
13.282390,0.014777,0.013483,0.000590
13.312507,0.001440,0.006736,0.002100
