time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
11.017477,-1.690585,1.366116,0.827784
11.047594,-1.871467,0.869702,0.819237
11.077712,-1.892238,0.281292,0.729980
11.107829,-1.572673,-0.221331,0.582279
11.147986,-0.614306,-0.726481,0.449792
11.178104,0.171141,-1.250921,0.252426
11.208221,0.784132,-1.948839,-0.194929
11.248378,0.949317,-1.761759,-0.121694
11.278496,0.040977,0.408399,0.006554
11.308613,-1.109852,1.231176,0.218399
11.348770,-0.229984,-0.115093,0.314978
11.378888,0.308787,0.079615,0.113933
11.409005,1.179735,0.035788,0.062244
11.449162,0.237956,-0.791116,-0.075197
11.479279,0.916829,-0.990267,-0.600783
11.509397,1.036061,-0.592475,-0.581985
11.549554,1.181229,-2.152659,0.129772
11.579671,1.457738,-2.129342,0.354072
11.609789,1.391488,-0.821219,-0.041474
11.649946,1.027369,-0.847032,-0.342763
11.680063,1.197309,-1.536807,-0.174010
11.710181,0.784162,-1.656905,0.023598
11.750338,1.172507,-1.160133,-0.025184
11.780455,1.115954,-0.991323,-0.215425
11.810573,0.540710,-0.516979,-0.471980
11.850729,0.881719,-0.055667,-0.115611
11.880847,1.086523,0.026476,-0.229574
11.910965,1.152551,0.348383,-0.086483
11.941082,0.270505,1.499704,-0.022204
11.981239,-1.487287,2.555377,0.076885
12.011356,-2.338107,3.278363,-0.150739
12.041474,-2.375564,2.471021,0.196812
12.081631,-1.432967,1.859429,0.858138
12.111748,-0.694646,2.935891,0.887225
12.141866,-1.625669,1.598007,0.772908
12.182023,-2.396097,0.994176,0.900028
12.212140,-1.671693,0.903974,0.808896
12.242258,-1.225683,0.361360,0.752568
12.282415,-0.874401,-0.346847,0.624084
12.312532,-0.262640,-0.921120,0.459675
12.342650,0.521569,-1.652004,0.064815
12.382806,1.429490,-2.209652,-0.169285
12.412924,0.542703,-0.732152,0.107259
12.443045,-1.010560,1.031363,0.175532
12.483201,-0.656675,-0.019502,0.489132
12.513319,0.513156,-0.587473,0.086354
12.543437,0.882921,0.174163,0.175985
12.583593,-0.322803,-0.611273,-0.192375
12.613711,0.408508,-1.266152,-0.362934
12.643828,1.561011,-0.847475,-0.656050
12.683985,1.702998,-0.092190,-0.118069
12.714103,1.680456,-1.742571,0.310134
12.744220,2.007903,-2.110921,0.256158
12.784377,0.155782,-0.977980,-0.383099
12.814495,0.464427,-1.056493,-0.254514
12.844612,1.092637,-1.200477,0.032878
12.874730,0.939463,-1.440843,-0.022297
12.914887,1.043429,-0.937942,0.003637
12.945004,0.649902,0.005942,-0.100013
12.975122,0.583142,0.134887,-0.208147
13.015278,0.954934,0.339598,-0.260542
13.045396,0.805387,0.595336,-0.065977
13.075514,0.158677,0.990621,-0.207741
13.115670,-0.968150,3.111145,-0.474819
13.145798,-2.156836,3.353557,-0.491543
13.175915,-2.308767,2.069019,0.046035
13.206033,-0.812774,1.798262,0.609255
13.246190,-1.289594,2.246006,0.855628
13.276307,-2.154737,1.187865,0.777276
13.306425,-2.182662,0.854839,0.806037
