time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
10.898327,0.009202,0.006637,-0.002473
10.938485,-0.006433,-0.006606,-0.005465
10.968604,0.000898,0.008415,-0.000857
10.998722,0.009226,0.009771,-0.002658
11.038880,-0.014223,-0.022252,0.000635
11.068999,0.005914,-0.006993,-0.000079
11.099118,-0.000715,-0.000777,0.002677
11.129236,-0.016291,-0.012354,0.001000
11.169394,0.001110,0.005693,-0.005161
11.199513,-0.000626,-0.007422,0.001310
11.229632,0.003740,-0.009553,0.007844
11.269790,0.003009,0.003585,0.001923
11.299908,-0.005279,0.000777,-0.005545
11.330027,-0.001212,0.003114,-0.003763
11.370185,0.001309,-0.008442,0.000443
11.400304,0.005881,0.000569,-0.002144
11.430422,0.005930,0.008183,-0.001294
11.470581,-0.015951,-0.010671,0.003999
11.500699,-0.002262,-0.008857,-0.003511
11.530818,-0.003809,-0.005543,0.002590
11.570976,-0.018696,-0.018125,-0.000755
11.601095,-0.001433,0.004213,-0.008156
11.631216,-0.005380,0.003736,-0.007153
11.671374,0.000345,0.000565,-0.001637
11.701493,-0.012541,-0.014481,0.002307
11.731612,-0.009853,-0.013791,0.004268
11.771770,-0.006198,-0.000459,-0.000195
11.801888,-0.007437,-0.001337,-0.004667
11.832007,-0.020791,-0.010468,-0.003617
11.872165,-0.025024,-0.025909,-0.002991
11.902284,-0.025885,-0.027166,0.000897
11.932402,-0.018692,-0.010655,-0.002014
11.962521,0.004727,0.011586,-0.008748
12.002679,-0.015100,0.001198,-0.006826
12.036538,-0.012442,-0.003134,-0.001653
12.076696,-0.027822,-0.020861,-0.003978
12.106815,-0.029621,-0.019199,-0.003582
12.136933,-0.026663,-0.015209,-0.007011
12.177092,-0.039773,-0.029796,-0.001896
12.207210,-0.015159,-0.012981,-0.006253
12.237329,-0.019596,-0.010264,-0.002945
12.277487,-0.032654,-0.013468,-0.001292
12.307606,-0.055503,-0.024864,0.003439
12.337724,-0.046756,-0.028728,0.001366
12.377882,-0.031963,-0.021895,-0.000494
12.408001,-0.026394,-0.015810,-0.002136
12.438120,-0.040799,-0.030193,0.000193
12.478278,-0.038935,-0.018137,0.002645
12.508396,-0.010334,0.008588,0.001419
12.538515,-0.014339,-0.011378,0.002147
12.568634,-0.048741,-0.044138,0.004234
12.608792,-0.021829,-0.008136,0.002052
12.638917,-0.023555,-0.010991,0.000541
12.669036,-0.023448,-0.019708,0.005352
12.709194,-0.025335,-0.013099,-0.002324
12.739313,-0.019979,-0.010442,-0.009163
12.769431,-0.029713,-0.020410,-0.000064
12.799550,-0.016098,-0.018733,-0.001082
12.839708,0.006387,0.012668,-0.009878
12.869827,-0.014089,-0.013939,-0.007317
12.899945,-0.015848,-0.013712,-0.005132
12.940104,0.007013,0.012648,-0.005438
12.970222,-0.003959,-0.005339,0.002529
13.000341,-0.023206,-0.024085,-0.002189
13.040499,-0.014451,-0.000246,0.001952
13.070618,-0.012512,-0.003294,0.002816
13.100736,-0.011410,-0.010817,0.002199
13.140894,-0.007336,-0.003243,-0.000359
13.171013,0.002352,0.004794,-0.000562
13.201132,-0.004404,-0.009432,0.001246
13.241290,0.009351,0.012984,-0.002947
13.271408,0.017574,0.014376,-0.002374
13.301527,0.015474,0.003843,0.002550
13.341685,0.004338,0.004905,0.004632
13.371804,0.024205,0.022636,0.001509
13.401923,0.003383,0.002673,0.002207
13.442081,0.014979,0.007191,0.003487
13.472199,0.020626,0.018152,-0.004390
13.502318,0.006340,0.008657,-0.003160
13.542476,0.032593,0.013176,-0.000662
13.572595,0.024600,0.010184,0.002994
13.602713,0.025990,0.009625,0.000212
13.632831,0.022631,0.011602,-0.000083
13.672989,0.016238,0.008749,0.000029
13.703108,0.005154,-0.005766,0.006865
13.733226,0.024873,0.008868,0.003168
13.773385,0.004340,-0.001145,-0.001790
13.803503,0.005758,0.006165,-0.000027
13.833622,0.017137,0.018570,-0.001371
13.873780,0.010237,0.000137,0.000171
13.903899,0.016277,-0.001462,0.004547
13.934017,0.015664,0.008952,-0.000342
13.974176,0.015765,0.015428,0.000235
14.004294,0.007465,0.006776,0.001009
14.034413,0.017329,0.008994,-0.001092
14.074571,0.012885,0.000297,-0.001483
14.104690,0.007801,0.004852,0.001142
14.134808,0.001000,-0.007679,0.002288
14.174966,0.016206,0.013007,-0.004129
14.205085,0.017394,0.006255,0.000066
14.235204,0.007989,-0.002839,0.002572
14.275362,0.015554,0.003904,-0.000476
14.305481,0.027332,0.021411,-0.004573
14.335599,0.000771,-0.004758,-0.003691
14.375757,0.009754,0.004513,-0.001708
14.405876,0.008967,-0.001943,0.005948
14.435995,0.012499,-0.001398,0.001905
14.466113,0.006122,-0.000138,-0.003687
14.506271,-0.003180,-0.007356,-0.001672
14.536390,-0.006196,-0.007248,-0.003265
14.566509,0.014381,0.004804,-0.005688
14.606667,0.000924,-0.007266,0.001364
14.636787,-0.005629,-0.010530,0.002139
14.666905,0.010112,0.012810,0.000507
14.707063,0.006714,0.006116,0.001156
14.737182,0.000915,-0.008062,-0.000222
14.767301,-0.000960,-0.001703,-0.004736
14.807459,0.009242,0.004655,-0.003163
14.837577,0.001150,-0.003026,0.007067
14.867696,-0.010809,-0.013861,-0.001561
14.907854,0.002706,-0.002303,-0.004727
14.937973,0.001038,0.001725,-0.001563
14.968092,-0.002123,-0.003894,0.000040
15.008250,-0.003329,-0.005453,-0.000272
15.038368,0.008598,0.006634,-0.003343
15.068487,0.008733,0.009190,-0.006736
15.108645,-0.012770,-0.016933,-0.000250
15.138764,0.009142,0.006755,-0.002627
15.168882,0.001809,0.001760,0.001252
15.209041,0.004792,0.000824,-0.004497
15.239159,-0.010044,-0.013335,-0.000745
15.269278,0.000446,0.003754,-0.003936
15.299397,0.000194,0.004767,-0.001576
15.339555,0.000485,-0.007916,0.001030
15.369673,0.002589,0.000342,-0.005788
15.399792,-0.002118,0.001018,-0.001809
15.439950,0.002261,0.009050,-0.005093
15.470069,-0.003203,-0.006289,-0.002039
15.500187,-0.002375,-0.015428,0.002711
15.540346,-0.006554,-0.003182,-0.003341
15.570464,-0.001770,-0.001775,-0.001277
15.600583,-0.007175,-0.011100,-0.001110
15.640740,0.009707,0.005651,0.000258
15.670859,0.000932,-0.002246,-0.004251
15.700977,-0.000062,-0.004670,-0.002162
15.741136,-0.001887,0.001389,-0.003645
15.771254,0.002429,0.001202,-0.002892
15.801373,-0.006821,-0.009751,-0.004144
15.841531,-0.010391,-0.013336,0.000737
15.871650,0.007303,0.004516,-0.003799
15.901768,-0.005317,-0.005833,-0.001941
15.941927,-0.002853,-0.002464,-0.007917
15.972045,0.003305,0.002533,-0.004660
16.002164,-0.017068,-0.016512,0.003353
16.042312,-0.000527,-0.005930,-0.002903
16.072431,-0.001189,-0.003102,-0.003842
16.102549,0.001715,-0.004596,-0.001006
16.142708,-0.005369,-0.011278,-0.003961
16.172826,0.005409,0.006153,-0.001709
16.202945,-0.009685,-0.006600,-0.001364
16.243103,-0.000816,-0.000465,-0.000991
16.273222,-0.008646,-0.007730,-0.004301
16.303340,0.012720,0.009319,-0.003813
16.343499,-0.020106,-0.017680,0.002786
16.373617,-0.002734,-0.003464,-0.001051
16.403736,-0.023453,-0.011464,-0.004398
16.443894,-0.003753,-0.003359,-0.006828
16.474013,0.001252,-0.003382,-0.000786
16.504131,-0.008619,-0.013598,0.005843
16.544289,-0.012578,-0.007951,0.000720
16.574408,-0.005871,0.001013,-0.002435
16.604527,-0.007893,-0.007849,-0.007115
16.634676,-0.008083,-0.015302,-0.000016
16.664795,-0.008482,-0.014125,-0.000534
16.694913,-0.002941,0.004921,-0.005561
16.735071,-0.008394,0.006557,-0.008029
16.765190,-0.016649,-0.013733,0.000919
16.795309,-0.023166,-0.023810,0.003537
16.835467,-0.002943,-0.005024,-0.005029
16.865586,0.000358,0.001334,-0.007642
16.895704,-0.012232,-0.008309,-0.002053
16.935863,-0.003044,0.000492,-0.005034
16.965981,-0.011866,-0.010886,-0.002797
16.996100,-0.015047,-0.013119,0.001405
17.036258,-0.015203,-0.010525,-0.000725
17.066377,-0.001754,-0.000883,-0.003614
17.096495,-0.010934,-0.006486,-0.001918
17.136653,-0.005907,-0.002912,-0.002720
17.166772,0.000069,0.007976,-0.005667
17.196891,-0.017126,-0.017508,-0.000178
17.237049,0.003062,-0.004706,-0.000637
17.267168,0.006589,0.009843,-0.000426
17.297286,-0.008432,0.001984,-0.008658
17.337444,-0.011441,-0.005055,-0.002661
17.367563,0.005696,-0.003694,-0.002500
17.397682,-0.014142,-0.011956,0.003348
17.427800,-0.007834,-0.007888,-0.002559
17.467959,-0.015486,-0.009681,-0.006108
17.498077,-0.006936,-0.002217,-0.006370
17.528196,0.000374,-0.005052,-0.001418
17.568354,-0.015422,-0.016683,-0.000304
17.598473,-0.007376,-0.002802,-0.003100
17.628590,0.003543,0.014963,-0.003115
17.668749,-0.014205,-0.011807,-0.000774
17.698867,-0.024191,-0.027206,-0.002684
17.728986,0.002045,0.008670,-0.007186
17.769144,-0.017668,-0.008916,-0.001703
17.799263,-0.024832,-0.024488,0.000285
17.829381,0.004779,0.004419,-0.005387
17.869540,-0.012434,-0.004351,-0.005531
17.899658,-0.008378,-0.007955,0.004698
17.929777,-0.000414,-0.004803,-0.000349
17.969935,0.015857,0.018248,-0.004797
18.000054,0.005198,0.012985,-0.000048
18.030172,-0.008846,-0.012448,0.002659
18.070331,0.002094,-0.004787,0.000095
18.100449,0.006610,0.009615,0.000091
18.130568,0.019105,0.014471,-0.009985
18.170726,-0.001092,0.002610,-0.003946
18.200845,0.008200,0.007213,-0.001121
18.230963,0.003626,-0.002226,0.002906
18.271122,-0.003393,-0.003925,-0.000332
18.301240,0.005712,0.008392,-0.005719
18.331359,0.000118,0.001176,-0.001026
18.361478,0.011982,0.007033,0.000258
18.401636,0.008391,0.004596,-0.003026
18.431754,0.002069,0.002094,-0.001157
18.461873,0.004712,0.004267,-0.000920
18.502031,0.004364,0.008967,0.001078
18.532150,-0.000880,-0.006823,-0.002492
18.562269,0.003072,-0.001019,-0.001754
18.602427,0.004880,0.004273,-0.003229
18.632545,0.006713,0.006566,-0.001466
18.662664,0.002168,0.000044,-0.005984
18.702822,0.011433,0.010197,-0.003682
18.732941,-0.000040,-0.002619,0.002154
18.763060,-0.004546,-0.005498,-0.002628
18.803218,0.009581,0.009046,-0.000075
18.833336,0.001694,0.001124,0.001176
18.863455,-0.001165,-0.003065,0.002017
18.903613,0.009483,0.004807,0.000081
18.933732,0.006944,0.014407,0.000323
18.963851,0.001047,0.003225,-0.002981
19.004009,0.008414,0.005919,-0.004688
19.034128,0.010825,0.008495,-0.001424
19.064246,0.001255,-0.007645,0.003180
19.094365,-0.001979,-0.005524,0.002892
19.134523,0.003367,0.002477,-0.002182
19.164642,0.002692,0.002362,-0.001945
19.194760,0.012881,0.008031,-0.000140
19.234919,-0.000670,-0.005919,0.002300
19.265037,-0.013535,-0.011339,0.004550
