ts,seconds,X,Y,Z,Profile,Activity
1/8/2020 17:09,7.002,0.23928833,0.20262146,-0.08282471,AR,laying
1/8/2020 17:09,7.102,-0.13821411,-0.028884888,0.003295898,AR,laying
1/8/2020 17:09,7.201,-0.41004944,-0.5731659,0.4345703,AR,laying
1/8/2020 17:09,7.301,-0.5303955,-0.6831207,0.6691437,AR,laying
1/8/2020 17:09,7.401,-0.3318634,-0.1797638,0.66548157,AR,laying
1/8/2020 17:09,7.502,-0.09422302,-0.040496826,0.50909424,AR,laying
1/8/2020 17:09,7.601,0.012054443,0.30770874,0.44496155,AR,laying
1/8/2020 17:09,7.702,0.28511047,0.23561096,0.1334076,AR,laying
1/8/2020 17:09,7.801,-0.021530151,-0.03742981,0.009414673,AR,laying
1/8/2020 17:09,7.901,-0.1999054,-0.20237732,0.23176575,AR,laying
1/8/2020 17:09,8.001,0.016937256,-0.063705444,-0.050445557,AR,laying
1/8/2020 17:09,8.101,0.25212097,0.12626648,0.06010437,AR,laying
1/8/2020 17:09,8.201,0.21914673,0.05357361,0.061935425,AR,laying
1/8/2020 17:09,8.301,-0.027648926,-0.25245667,0.027114868,AR,laying
1/8/2020 17:09,8.401,-0.06062317,-0.408844,0.012466431,AR,laying
1/8/2020 17:09,8.501,0.020004272,3.015686,-0.21598816,AR,laying
1/8/2020 17:09,8.602,0.27105713,0.51112366,0.17677307,AR,laying
1/8/2020 17:09,8.701,-0.2988739,-0.5469055,-0.2960205,AR,laying
1/8/2020 17:09,8.801,0.22769165,0.42559814,0.12364197,AR,laying
1/8/2020 17:09,8.901,-0.29948425,-0.77659607,-0.13414001,AR,laying
1/8/2020 17:09,9.002,0.29916382,-0.34776306,0.09553528,AR,laying
1/8/2020 17:09,9.101,0.2783966,0.2154541,0.054000854,AR,laying
1/8/2020 17:09,9.201,0.25457764,0.43719482,0.06376648,AR,laying
1/8/2020 17:09,9.301,0.05419922,-0.05821228,0.034454346,AR,laying
1/8/2020 17:09,9.401,-0.07711792,-0.100357056,-0.010742188,AR,laying
1/8/2020 17:09,9.502,-0.10522461,-0.20481873,-0.034576416,AR,laying
1/8/2020 17:09,9.601,-0.06613159,-0.020324707,-0.049835205,AR,laying
1/8/2020 17:09,9.702,0.08413696,0.00227356,-0.19584656,AR,laying
1/8/2020 17:09,9.802,0.07925415,0.29304504,-0.3400116,AR,laying
1/8/2020 17:09,9.901,0.1794281,0.16719055,-0.1451416,AR,laying
1/8/2020 17:09,10.001,0.056030273,0.22706604,-0.038848877,AR,laying
1/8/2020 17:09,10.102,0.068862915,0.060287476,0.03994751,AR,laying
1/8/2020 17:09,10.201,-0.047195435,-0.1162262,0.042999268,AR,laying
1/8/2020 17:09,10.301,-0.025802612,-0.031326294,0.02468872,AR,laying
1/8/2020 17:09,10.402,-0.01298523,0.001037598,0.006362915,AR,laying
1/8/2020 17:09,10.501,0.037704468,0.011428833,0.027740479,AR,laying
1/8/2020 17:09,10.601,0.011444092,0.004714966,0.003921509,AR,laying
1/8/2020 17:09,10.701,0.026107788,-0.02217102,0.010025024,AR,laying
1/8/2020 17:09,10.801,-0.001983643,-0.03315735,0.05583191,AR,laying
1/8/2020 17:09,10.901,-0.063079834,-0.15228271,0.12669373,AR,laying
1/8/2020 17:09,11.001,-0.079574585,-0.11074829,0.069885254,AR,laying
1/8/2020 17:09,11.102,-7.63E-04,-0.013000488,-0.013183594,AR,laying
1/8/2020 17:09,11.201,0.13911438,0.10733032,-0.08343506,AR,laying
1/8/2020 17:09,11.301,0.13728333,0.3981018,-0.2581482,AR,laying
1/8/2020 17:09,11.401,0.42378235,0.64123535,-0.37542725,AR,laying
1/8/2020 17:09,11.501,0.07437134,0.1800232,-0.037017822,AR,laying
1/8/2020 17:09,11.601,0.5435028,0.8959656,-0.44873047,AR,laying
1/8/2020 17:09,11.701,-0.035583496,0.14093018,0.004516602,AR,laying
1/8/2020 17:09,11.801,-0.21762085,-0.43450928,0.09248352,AR,laying
1/8/2020 17:09,11.901,-0.9708252,-1.3379669,0.51704407,AR,laying
1/8/2020 17:09,12.002,-0.40270996,-0.5866089,0.5549164,AR,laying
1/8/2020 17:09,12.101,-0.058181763,-0.35020447,0.41685486,AR,laying
1/8/2020 17:09,12.201,-0.30070496,-0.54444885,0.33195496,AR,laying
1/8/2020 17:09,12.301,-0.023361206,0.13848877,0.055221558,AR,laying
1/8/2020 17:09,12.401,0.076812744,0.24905396,-0.015625,AR,laying
1/8/2020 17:09,12.502,0.13545227,0.33396912,-0.1933899,AR,laying
1/8/2020 17:09,12.601,0.08779907,-0.005661011,-0.15612793,AR,laying
1/8/2020 17:09,12.701,-0.21212769,-0.30010986,0.08821106,AR,laying
1/8/2020 17:09,12.801,-0.04475403,-0.1632843,0.08270264,AR,laying
1/8/2020 17:09,12.902,-0.00932312,0.003494263,-0.013793945,AR,laying
1/8/2020 17:09,13.001,0.01083374,-0.012390137,-0.016845703,AR,laying
1/8/2020 17:09,13.101,-0.022766113,-0.008117676,-0.013183594,AR,laying
1/8/2020 17:09,13.202,-0.001983643,0.004714966,-3.66E-04,AR,laying
1/8/2020 17:09,13.301,-0.018478394,0.020584106,0.010635376,AR,laying
1/8/2020 17:09,13.401,-0.034362793,0.023040771,-0.001586914,AR,laying
1/8/2020 17:09,13.501,0.04260254,0.005310059,0.015518189,AR,laying
1/8/2020 17:09,13.601,-0.027648926,-0.005065918,-0.01625061,AR,laying
1/8/2020 17:09,13.701,0.010223389,-0.001998901,-0.011962891,AR,laying
1/8/2020 17:09,13.802,4.58E-04,0.007751465,0.010025024,AR,laying
1/8/2020 17:09,13.901,-0.028259277,-0.011169434,-0.004638672,AR,laying
1/8/2020 17:09,14.001,-0.050857544,0.16537476,0.0362854,AR,laying
1/8/2020 17:09,14.101,0.0309906,-0.06858826,0.06742859,AR,laying
1/8/2020 17:09,14.201,0.001678467,-1.83E-04,0.14318848,AR,laying
1/8/2020 17:09,14.302,-0.26649475,-0.18771362,0.39486694,AR,laying
1/8/2020 17:09,14.401,-0.48701477,-0.19137573,0.9507599,AR,laying
1/8/2020 17:09,14.501,-0.2970276,0.021194458,0.47183228,AR,laying
1/8/2020 17:09,14.601,0.005935669,-1.83E-04,8.54E-04,AR,laying
1/8/2020 17:09,14.702,-0.10093689,-0.04660034,-0.049835205,AR,laying
1/8/2020 17:09,14.801,-0.012374878,0.013870239,0.003295898,AR,laying
1/8/2020 17:09,14.902,0.07559204,-0.010559082,-0.006469727,AR,laying
1/8/2020 17:09,15.001,0.00289917,-0.010559082,-0.041290283,AR,laying
1/8/2020 17:09,15.101,0.13728333,0.013259888,-0.27037048,AR,laying
1/8/2020 17:09,15.202,-0.027648926,-0.111343384,0.004516602,AR,laying
1/8/2020 17:09,15.301,0.00227356,-1.83E-04,0.015518189,AR,laying
1/8/2020 17:09,15.401,-0.026428223,-1.83E-04,0.002075195,AR,laying
1/8/2020 17:09,15.502,-0.06491089,0.05052185,0.005752564,AR,laying
1/8/2020 17:09,15.601,0.08657837,0.005935669,0.010635376,AR,laying
1/8/2020 17:09,15.702,0.022445679,-0.002624512,-0.001586914,AR,laying
1/8/2020 17:09,15.802,-0.008102417,-0.006896973,2.59E-04,AR,laying
1/8/2020 17:09,15.901,-0.027648926,0.004714966,-0.001586914,AR,laying
1/8/2020 17:09,16.002,0.024276733,-0.006286621,0.010635376,AR,laying
1/8/2020 17:09,16.101,-0.022766113,0.001037598,-0.004638672,AR,laying
1/8/2020 17:09,16.202,0.008392334,-0.013000488,-0.001586914,AR,laying
1/8/2020 17:09,16.301,-0.030700684,0.019363403,0.002700806,AR,laying
1/8/2020 17:09,16.401,0.032821655,-0.013000488,0.005142212,AR,laying
1/8/2020 17:09,16.501,-0.026428223,0.005935669,-0.003417969,AR,laying
1/8/2020 17:09,16.601,-0.021530151,0.001663208,-0.005859375,AR,laying
1/8/2020 17:09,16.701,0.003494263,0.002868652,0.008804321,AR,laying
1/8/2020 17:09,16.802,-0.08262634,-0.028884888,-0.009521484,AR,laying
1/8/2020 17:09,16.902,-0.16325378,0.006530762,-0.028457642,AR,laying
1/8/2020 17:09,17.002,-0.10644531,0.06945801,-0.012573242,AR,laying
1/8/2020 17:09,17.102,0.14216614,0.28692627,-0.2776947,AR,laying
1/8/2020 17:09,17.201,-0.10093689,0.25820923,-0.21966553,AR,laying
1/8/2020 17:09,17.301,-0.00138855,0.16841125,-0.15002441,AR,laying
1/8/2020 17:09,17.401,0.15011597,0.32907104,-0.28930664,AR,laying
1/8/2020 17:09,17.501,0.4048462,0.9430084,-0.67292786,AR,laying
1/8/2020 17:09,17.601,0.5838318,0.45980835,-0.45484924,AR,laying
1/8/2020 17:09,17.704,0.31871033,0.23866272,-0.19033813,AR,laying
1/8/2020 17:09,17.801,-0.32391357,-0.1473999,-0.07611084,AR,laying
1/8/2020 17:09,17.901,-0.08811951,-0.34776306,0.050949097,AR,laying
1/8/2020 17:09,18.001,-0.6238556,-0.81018066,0.25863647,AR,laying
1/8/2020 17:09,18.101,-0.2866516,-0.5023041,0.40708923,AR,laying
1/8/2020 17:09,18.202,-0.0368042,-0.03010559,-0.013183594,AR,laying
1/8/2020 17:09,18.301,-0.048416138,-0.04171753,8.54E-04,AR,laying
1/8/2020 17:09,18.401,-0.03375244,-0.08081055,0.006362915,AR,laying
1/8/2020 17:09,18.501,-0.034973145,-0.02154541,0.002700806,AR,laying
1/8/2020 17:09,18.601,-0.20846558,-0.04171753,0.03933716,AR,laying
1/8/2020 17:09,18.701,-0.07711792,0.016921997,-0.07611084,AR,laying
1/8/2020 17:09,18.801,0.06825256,0.005310059,-0.005859375,AR,laying
1/8/2020 17:09,18.901,0.017547607,-0.006286621,-0.008300781,AR,laying
1/8/2020 17:09,19.001,0.01878357,-0.020950317,0.003921509,AR,laying
1/8/2020 17:09,19.101,-0.0368042,-0.006896973,-0.027236938,AR,laying
1/8/2020 17:09,19.202,0.043823242,-0.010559082,0.003921509,AR,laying
1/8/2020 17:09,19.301,-0.001983643,-0.011169434,-0.004638672,AR,laying
1/8/2020 17:09,19.401,0.021820068,-0.002624512,-0.005249023,AR,laying
1/8/2020 17:09,19.502,-0.028869629,-7.78E-04,-0.02357483,AR,laying
1/8/2020 17:09,19.601,-0.010543823,-0.022766113,0.008804321,AR,laying
1/8/2020 17:09,19.701,0.05053711,-0.039276123,-0.021133423,AR,laying
1/8/2020 17:09,19.801,-0.004440308,-0.02154541,-3.66E-04,AR,laying
1/8/2020 17:09,19.901,0.004119873,-0.020950317,0.008804321,AR,laying
1/8/2020 17:09,20.001,-0.04902649,0.021194458,-0.029678345,AR,laying
1/8/2020 17:09,20.101,0.019378662,-0.01727295,0.037506104,AR,laying
1/8/2020 17:09,20.201,-7.63E-04,-0.024002075,0.013076782,AR,laying
1/8/2020 17:09,20.301,0.03404236,-0.079589844,0.09309387,AR,laying
1/8/2020 17:09,20.402,0.17149353,-0.8969269,0.55918884,AR,laying
1/8/2020 17:09,20.501,-0.27748108,-0.43084717,0.7174072,AR,laying
1/8/2020 17:09,20.601,0.09147644,-0.20237732,0.26168823,AR,laying
1/8/2020 17:09,20.701,-0.04168701,-0.05697632,-0.010742188,AR,laying
1/8/2020 17:09,20.801,-0.006256104,0.015090942,0.01612854,AR,laying
1/8/2020 17:09,20.901,0.044433594,-0.024002075,0.004516602,AR,laying
1/8/2020 17:09,21.002,-0.091781616,0.07434082,-0.001586914,AR,laying
1/8/2020 17:09,21.101,-0.0856781,-0.1315155,-0.030899048,AR,laying
1/8/2020 17:09,21.201,-0.0539093,0.031585693,-0.021743774,AR,laying
1/8/2020 17:09,21.301,0.035873413,0.016311646,-0.07733154,AR,laying
1/8/2020 17:09,21.403,0.043823242,0.15681458,-0.11764526,AR,laying
1/8/2020 17:09,21.501,-0.007476807,0.39871216,-0.14941406,AR,laying
1/8/2020 17:09,21.601,0.005340576,0.04196167,-0.010131836,AR,laying
1/8/2020 17:09,21.701,-0.006881714,-0.014831543,-0.018081665,AR,laying
1/8/2020 17:09,21.802,-0.042312622,-7.78E-04,-0.022354126,AR,laying
1/8/2020 17:09,21.901,0.007781982,-0.005661011,-0.008300781,AR,laying
1/8/2020 17:09,22.001,-0.0856781,-0.020324707,-0.044952393,AR,laying
1/8/2020 17:09,22.103,-0.107055664,-0.034988403,-0.030288696,AR,laying
1/8/2020 17:09,22.201,-0.01725769,-0.005661011,-0.015625,AR,laying
1/8/2020 17:09,22.302,0.023666382,-0.001403809,0.02406311,AR,laying
1/8/2020 17:09,22.401,0.007171631,-0.014221191,-0.008911133,AR,laying
1/8/2020 17:09,22.501,0.028549194,-0.013000488,-0.011962891,AR,laying
1/8/2020 17:09,22.602,-0.014816284,-0.005065918,-0.00769043,AR,laying
1/8/2020 17:09,22.701,-0.00869751,-0.015441895,0.001480103,AR,laying
1/8/2020 17:09,22.801,-0.034362793,0.021194458,-0.02418518,AR,laying
1/8/2020 17:09,22.901,-0.050857544,-0.04598999,-0.082214355,AR,laying
1/8/2020 17:09,23.002,-0.10888672,0.013259888,-0.049835205,AR,laying
1/8/2020 17:09,23.101,0.0627594,0.33335876,-0.34428406,AR,laying
1/8/2020 17:09,23.201,0.54045105,0.8635864,-0.67292786,AR,laying
1/8/2020 17:09,23.301,0.31871033,0.06335449,-0.37420654,AR,laying
1/8/2020 17:09,23.402,-0.3776703,-0.10646057,-0.010131836,AR,laying
1/8/2020 17:09,23.501,0.38285828,-0.003219605,0.09614563,AR,laying
1/8/2020 17:09,23.601,-0.21212769,-0.3092804,0.26475525,AR,laying
1/8/2020 17:09,23.701,0.10368347,-0.09057617,0.19143677,AR,laying
1/8/2020 17:09,23.801,0.23440552,-0.052093506,0.033843994,AR,laying
1/8/2020 17:09,23.901,0.1953125,0.10733032,-0.022354126,AR,laying
1/8/2020 17:09,24.002,0.40179443,0.22584534,-0.030288696,AR,laying
1/8/2020 17:09,24.101,-0.056350708,-0.028884888,-0.03640747,AR,laying
1/8/2020 17:09,24.201,0.11224365,-0.1797638,0.09736633,AR,laying
1/8/2020 17:09,24.301,-0.16447449,-0.07102966,-0.022354126,AR,laying
1/8/2020 17:09,24.401,-0.043533325,-0.06980896,0.01612854,AR,laying
1/8/2020 17:09,24.501,-0.083847046,0.00227356,0.003295898,AR,laying
1/8/2020 17:09,24.601,0.09513855,0.008377075,0.012466431,AR,laying
1/8/2020 17:09,24.702,-0.0050354,4.43E-04,-0.019302368,AR,laying
1/8/2020 17:09,24.801,0.015716553,-0.039871216,0.033843994,AR,laying
1/8/2020 17:09,24.901,-0.028869629,-0.01361084,-0.02357483,AR,laying
1/8/2020 17:09,25.001,0.026107788,0.008972168,0.042388916,AR,laying
1/8/2020 17:09,25.101,-0.00932312,0.0181427,-0.00402832,AR,laying
1/8/2020 17:09,25.201,-0.014205933,0.004714966,-0.003417969,AR,laying
1/8/2020 17:09,25.301,-0.07223511,0.018753052,-0.002197266,AR,laying
1/8/2020 17:09,25.402,0.09880066,0.021194458,0.010635376,AR,laying
1/8/2020 17:09,25.501,-0.07345581,-0.07286072,-0.009521484,AR,laying
1/8/2020 17:09,25.601,0.052368164,0.028533936,0.005752564,AR,laying
1/8/2020 17:09,25.704,-0.04963684,0.027923584,-0.005859375,AR,laying
1/8/2020 17:09,25.801,0.041381836,-0.007507324,0.004516602,AR,laying
1/8/2020 17:09,25.901,-0.023986816,0.032806396,-0.006469727,AR,laying
1/8/2020 17:09,26.001,-0.062469482,0.010818481,-0.011962891,AR,laying
1/8/2020 17:09,26.102,0.064590454,-0.014831543,0.003921509,AR,laying
1/8/2020 17:09,26.201,0.005340576,0.019973755,-0.001586914,AR,laying
1/8/2020 17:09,26.301,0.020004272,-0.007507324,8.54E-04,AR,laying
1/8/2020 17:09,26.401,-0.009918213,0.20690918,-0.009521484,AR,laying
1/8/2020 17:09,26.501,0.012054443,-0.12234497,0.016738892,AR,laying
1/8/2020 17:09,26.601,0.015106201,0.07006836,-0.008300781,AR,laying
1/8/2020 17:09,26.701,-0.01725769,-0.010559082,-0.00769043,AR,laying
1/8/2020 17:09,26.801,-0.0844574,4.43E-04,0.001480103,AR,laying
1/8/2020 17:09,26.902,0.07925415,-0.032546997,0.013076782,AR,laying
1/8/2020 17:09,27.001,-0.035583496,0.003494263,-0.021133423,AR,laying
1/8/2020 17:09,27.101,0.029769897,-0.0178833,2.59E-04,AR,laying
1/8/2020 17:09,27.201,-0.04963684,0.010192871,-0.015625,AR,laying
1/8/2020 17:09,27.302,0.021224976,-0.119903564,0.019180298,AR,laying
1/8/2020 17:09,27.401,0.021820068,0.043182373,-0.009521484,AR,laying
1/8/2020 17:09,27.501,0.005935669,-0.019729614,-0.008300781,AR,laying
1/8/2020 17:09,27.601,-0.014205933,0.007156372,-0.008300781,AR,laying
1/8/2020 17:09,27.701,-0.091171265,0.023040771,-0.01625061,AR,laying
1/8/2020 17:09,27.803,0.062149048,0.007156372,0.010635376,AR,laying
1/8/2020 17:09,27.901,-0.067352295,-0.026443481,-0.029067993,AR,laying
1/8/2020 17:09,28.002,0.053588867,-0.0178833,0.03199768,AR,laying
1/8/2020 17:09,28.101,-0.005661011,-0.020950317,0.001480103,AR,laying
1/8/2020 17:09,28.201,-0.051467896,0.019973755,-0.018692017,AR,laying
1/8/2020 17:09,28.301,0.013275147,-0.006286621,0.005142212,AR,laying
1/8/2020 17:09,28.401,-0.019699097,-0.024002075,-0.03640747,AR,laying
1/8/2020 17:09,28.501,-0.048416138,0.05357361,-0.013183594,AR,laying
1/8/2020 17:09,28.602,0.027938843,0.010192871,0.005752564,AR,laying
1/8/2020 17:09,28.702,0.08718872,-0.10707092,0.04360962,AR,laying
1/8/2020 17:09,28.801,-0.06918335,0.030975342,-0.033340454,AR,laying
1/8/2020 17:09,28.901,0.00289917,-0.005065918,-0.00402832,AR,laying
1/8/2020 17:09,29.002,-0.019088745,0.032196045,-0.001586914,AR,laying
1/8/2020 17:09,29.101,-0.008102417,-0.005661011,-0.004638672,AR,laying
1/8/2020 17:09,29.201,-0.036193848,0.017532349,-0.013793945,AR,laying
1/8/2020 17:09,29.301,0.062149048,-0.019104004,-0.002807617,AR,laying
1/8/2020 17:09,29.401,0.0627594,0.001037598,0.019180298,AR,laying
1/8/2020 17:09,29.502,-0.028869629,-0.018508911,-0.013793945,AR,laying
1/8/2020 17:09,29.601,-1.68E-04,-0.007507324,0.006362915,AR,laying
1/8/2020 17:09,29.701,-0.003814697,0.004714966,-0.008911133,AR,laying
1/8/2020 17:09,29.802,-0.011764526,0.020584106,-0.008300781,AR,laying
1/8/2020 17:09,29.901,0.00227356,0.00227356,-9.77E-04,AR,laying
1/8/2020 17:09,30.001,0.00289917,0.001037598,2.59E-04,AR,laying
1/8/2020 17:09,30.101,0.001052856,-0.001998901,8.54E-04,AR,laying
1/8/2020 17:09,30.201,-0.007476807,0.03036499,-9.77E-04,AR,laying
1/8/2020 17:09,30.301,-0.012374878,0.005310059,0.002700806,AR,laying
1/8/2020 17:09,30.402,0.011444092,0.005935669,0.002075195,AR,laying
1/8/2020 17:09,30.501,0.025497437,0.015090942,0.002075195,AR,laying
1/8/2020 17:09,30.601,0.033432007,0.012649536,0.005142212,AR,laying
1/8/2020 17:09,30.701,0.027328491,0.033416748,0.007583618,AR,laying
1/8/2020 17:09,30.801,-0.019699097,0.001663208,0.003295898,AR,laying
1/8/2020 17:09,30.901,0.116500854,0.056625366,0.012466431,AR,laying
1/8/2020 17:09,31.001,-0.06491089,-0.011169434,-0.006469727,AR,laying
1/8/2020 17:09,31.102,-0.09361267,-0.14251709,-0.007080078,AR,laying
1/8/2020 17:09,31.201,-0.03375244,-0.055755615,0.04055786,AR,laying
1/8/2020 17:09,31.301,-0.06123352,0.016311646,0.008804321,AR,laying
1/8/2020 17:09,31.401,0.012664795,0.017532349,0.004516602,AR,laying
1/8/2020 17:09,31.502,-0.003814697,0.019363403,0.001480103,AR,laying
1/8/2020 17:09,31.601,0.009002686,0.017532349,0.002075195,AR,laying
1/8/2020 17:09,31.701,0.011444092,0.032806396,-0.006469727,AR,laying
1/8/2020 17:09,31.801,0.13972473,0.43963623,0.006362915,AR,laying
1/8/2020 17:09,31.901,0.4586029,0.9026947,0.12364197,AR,laying
1/8/2020 17:09,32.001,-0.28726196,-0.24635315,-0.0644989,AR,laying
1/8/2020 17:09,32.101,-0.14614868,-0.53712463,-0.00769043,AR,laying
1/8/2020 17:09,32.202,-0.08016968,-0.23901367,0.046066284,AR,laying
1/8/2020 17:09,32.301,0.00289917,-0.06858826,0.07354736,AR,laying
1/8/2020 17:09,32.402,0.06825256,-0.08935547,0.022842407,AR,laying
1/8/2020 17:09,32.501,0.04626465,-0.059432983,-0.004638672,AR,laying
1/8/2020 17:09,32.602,0.11039734,-0.06858826,0.009414673,AR,laying
1/8/2020 17:09,32.701,0.023040771,-0.013000488,0.004516602,AR,laying
1/8/2020 17:09,32.801,0.01083374,0.020584106,-0.008300781,AR,laying
1/8/2020 17:09,32.901,-0.01725769,-0.002624512,-0.011962891,AR,laying
1/8/2020 17:09,33.001,-0.034362793,-0.016052246,-0.010131836,AR,laying
1/8/2020 17:09,33.101,0.012054443,0.018753052,-0.005249023,AR,laying
1/8/2020 17:09,33.202,0.00227356,0.009597778,-0.005859375,AR,laying
1/8/2020 17:09,33.301,-0.013595581,-0.001403809,-0.006469727,AR,laying
1/8/2020 17:09,33.401,0.013275147,0.024261475,-0.004638672,AR,laying
1/8/2020 17:09,33.501,-1.68E-04,0.001037598,-0.004638672,AR,laying
1/8/2020 17:09,33.601,0.016937256,0.00227356,-0.005859375,AR,laying
1/8/2020 17:09,33.703,-0.003219605,0.012649536,0.003921509,AR,laying
1/8/2020 17:09,33.802,0.004119873,0.009597778,-0.001586914,AR,laying
1/8/2020 17:09,33.901,0.02671814,-0.04232788,-0.049224854,AR,laying
1/8/2020 17:09,34.001,-0.00138855,0.005935669,0.002075195,AR,laying
1/8/2020 17:09,34.101,0.004119873,0.003494263,8.54E-04,AR,laying
1/8/2020 17:09,34.202,-0.00138855,0.00227356,-3.66E-04,AR,laying
