Date_time,,X,Y,Z,Profile,Activity
1/8/2020 19:24,0.01,-1.9333954,6.1327972,3.5772705,AR,stairsu
1/8/2020 19:24,0.011,-2.6895294,5.922241,2.703888,AR,stairsu
1/8/2020 19:24,0.009,-3.1058807,5.9413757,2.7876434,AR,stairsu
1/8/2020 19:24,0.01,-4.019943,5.9844513,3.694519,AR,stairsu
1/8/2020 19:24,0.01,-4.5056915,5.8456726,4.960327,AR,stairsu
1/8/2020 19:24,0.011,-4.93161,5.48674,5.970093,AR,stairsu
1/8/2020 19:24,0.009,-4.543976,5.2881317,6.467804,AR,stairsu
1/8/2020 19:24,0.01,-4.2185516,4.955536,7.0707855,AR,stairsu
1/8/2020 19:24,0.011,-4.134796,4.6492615,7.1593323,AR,stairsu
1/8/2020 19:24,0.009,-4.249649,4.3214417,6.9678955,AR,stairsu
1/8/2020 19:24,0.01,-4.7760773,4.072586,6.726227,AR,stairsu
1/8/2020 19:24,0.011,-5.5202484,3.900299,6.6687927,AR,stairsu
1/8/2020 19:24,0.009,-6.2524414,4.0127563,6.742981,AR,stairsu
1/8/2020 19:24,0.01,-6.8315125,3.8620148,6.5563354,AR,stairsu
1/8/2020 19:24,0.01,-8.195419,3.0580292,5.9318085,AR,stairsu
1/8/2020 19:24,0.01,-5.2666016,4.64447,5.922241,AR,stairsu
1/8/2020 19:24,0.01,-3.4169464,5.0345,5.974884,AR,stairsu
1/8/2020 19:24,0.01,-1.1988068,4.5918274,6.611374,AR,stairsu
1/8/2020 19:24,0.01,-0.26560974,4.125229,7.5637054,AR,stairsu
1/8/2020 19:24,0.01,-0.550354,3.349945,8.334198,AR,stairsu
1/8/2020 19:24,0.011,-1.696518,2.8163452,9.044876,AR,stairsu
1/8/2020 19:24,0.009,-2.5651093,3.069992,9.353546,AR,stairsu
1/8/2020 19:24,0.01,-3.4432678,4.027115,10.286743,AR,stairsu
1/8/2020 19:24,0.01,-3.6634064,4.4075775,11.408981,AR,stairsu
1/8/2020 19:24,0.011,-3.5748749,4.443466,12.14357,AR,stairsu
1/8/2020 19:24,0.009,-3.3332062,4.249649,12.49292,AR,stairsu
1/8/2020 19:24,0.01,-2.222931,4.388443,13.239487,AR,stairsu
1/8/2020 19:24,0.01,-1.7491608,4.141983,13.8137665,AR,stairsu
1/8/2020 19:24,0.01,-1.660614,2.9718933,13.524231,AR,stairsu
1/8/2020 19:24,0.01,-1.1294098,2.794815,13.610382,AR,stairsu
1/8/2020 19:24,0.011,-1.2346954,2.8618164,13.931015,AR,stairsu
1/8/2020 19:24,0.009,-2.050644,2.823532,13.887939,AR,stairsu
1/8/2020 19:24,0.01,-2.7876434,3.603592,13.359131,AR,stairsu
1/8/2020 19:24,0.011,-3.4648132,4.051056,12.768097,AR,stairsu
1/8/2020 19:24,0.009,-3.5126648,4.2640076,12.067001,AR,stairsu
1/8/2020 19:24,0.011,-3.1896362,4.067795,11.36113,AR,stairsu
1/8/2020 19:24,0.009,-2.2612152,4.1443634,10.947159,AR,stairsu
1/8/2020 19:24,0.01,-1.3351898,4.1276245,10.533203,AR,stairsu
1/8/2020 19:24,0.01,-1.0145569,3.6897278,10.35614,AR,stairsu
1/8/2020 19:24,0.011,-1.2586212,3.1011047,9.767502,AR,stairsu
1/8/2020 19:24,0.009,-1.0241241,2.9742737,9.600006,AR,stairsu
1/8/2020 19:24,0.01,-1.3280182,3.3427734,9.671783,AR,stairsu
1/8/2020 19:24,0.01,-2.7589264,4.067795,9.410965,AR,stairsu
1/8/2020 19:24,0.011,-3.7782745,4.472183,9.142975,AR,stairsu
1/8/2020 19:24,0.009,-2.0937195,2.7110748,9.339188,AR,stairsu
1/8/2020 19:24,0.01,-2.3736877,3.4337006,9.011368,AR,stairsu
1/8/2020 19:24,0.01,-2.2564392,4.0390778,9.095123,AR,stairsu
1/8/2020 19:24,0.01,-1.3950195,3.6059875,8.264816,AR,stairsu
1/8/2020 19:24,0.012,-1.2155609,3.144165,7.6857452,AR,stairsu
1/8/2020 19:24,0.008,-1.1246338,3.0604248,7.6211395,AR,stairsu
1/8/2020 19:24,0.01,-1.7348022,3.069992,8.164307,AR,stairsu
1/8/2020 19:24,0.01,-2.3904266,3.2183533,8.805588,AR,stairsu
1/8/2020 19:24,0.011,-3.1489563,3.6466675,8.707489,AR,stairsu
1/8/2020 19:24,0.009,-3.739975,4.165909,8.157135,AR,stairsu
1/8/2020 19:24,0.01,-3.7926178,4.2998962,7.688141,AR,stairsu
1/8/2020 19:24,0.01,-3.4624176,4.4195404,7.104294,AR,stairsu
1/8/2020 19:24,0.011,-2.486145,4.64447,6.75972,AR,stairsu
1/8/2020 19:24,0.009,-2.457428,4.2927246,6.20459,AR,stairsu
1/8/2020 19:24,0.01,-2.0003967,4.249649,5.625519,AR,stairsu
1/8/2020 19:24,0.011,-1.4333038,3.838089,5.77388,AR,stairsu
1/8/2020 19:24,0.009,-1.282547,3.4552307,5.852844,AR,stairsu
1/8/2020 19:24,0.01,-1.8999023,4.134796,6.7788696,AR,stairsu
1/8/2020 19:24,0.01,-1.3734741,3.9505463,7.566101,AR,stairsu
1/8/2020 19:24,0.011,-1.0839539,3.6801605,7.910675,AR,stairsu
1/8/2020 19:24,0.009,-0.00479126,3.9673004,8.441879,AR,stairsu
1/8/2020 19:24,0.01,-0.8805542,3.3212433,7.934601,AR,stairsu
1/8/2020 19:24,0.013,-0.33499146,3.4983063,7.590027,AR,stairsu
1/8/2020 19:24,0.007,0.100494385,3.7710876,7.6546326,AR,stairsu
1/8/2020 19:24,0.011,0.1986084,3.8692017,7.812561,AR,stairsu
1/8/2020 19:24,0.009,0.3900299,3.9649048,7.956131,AR,stairsu
1/8/2020 19:24,0.01,0.74894714,4.0917206,8.219345,AR,stairsu
1/8/2020 19:24,0.01,1.2562256,4.2424774,8.441879,AR,stairsu
1/8/2020 19:24,0.01,1.3016968,4.421936,8.453842,AR,stairsu
1/8/2020 19:24,0.011,1.7730865,4.606186,8.482559,AR,stairsu
1/8/2020 19:24,0.009,0.91645813,4.194626,8.221741,AR,stairsu
1/8/2020 19:24,0.01,0.7920227,4.443466,8.831909,AR,stairsu
1/8/2020 19:24,0.01,0.3517456,4.302292,9.643082,AR,stairsu
1/8/2020 19:24,0.01,0.32302856,4.170685,9.990036,AR,stairsu
1/8/2020 19:24,0.011,0.48095703,3.900299,10.29393,AR,stairsu
1/8/2020 19:24,0.009,0.91166687,3.3092804,10.648056,AR,stairsu
1/8/2020 19:24,0.01,1.5361938,2.7158508,10.892136,AR,stairsu
1/8/2020 19:24,0.01,1.9405823,2.1559296,11.224731,AR,stairsu
1/8/2020 19:24,0.01,1.9286194,1.9046936,11.401794,AR,stairsu
1/8/2020 19:24,0.01,1.804184,1.7156525,11.452057,AR,stairsu
1/8/2020 19:24,0.01,1.5840454,1.6319122,11.447266,AR,stairsu
1/8/2020 19:24,0.01,1.380661,1.529007,11.521439,AR,stairsu
1/8/2020 19:24,0.01,0.71066284,2.0889282,11.255844,AR,stairsu
1/8/2020 19:24,0.011,0.78245544,1.7682953,10.305893,AR,stairsu
1/8/2020 19:24,0.009,1.146164,1.7874451,9.516251,AR,stairsu
1/8/2020 19:24,0.01,0.99302673,2.0003967,9.336792,AR,stairsu
1/8/2020 19:24,0.011,0.5359955,1.8065796,8.745773,AR,stairsu
1/8/2020 19:24,0.009,0.72502136,1.931015,8.807983,AR,stairsu
1/8/2020 19:24,0.013,0.8183441,1.8640137,9.355942,AR,stairsu
1/8/2020 19:24,0.007,1.1126556,1.4404755,10.58107,AR,stairsu
1/8/2020 19:24,0.011,1.2179413,1.2107697,11.030914,AR,stairsu
1/8/2020 19:24,0.009,1.0815582,0.7728882,10.415955,AR,stairsu
1/8/2020 19:24,0.01,1.3997955,0.5934143,10.001999,AR,stairsu
1/8/2020 19:24,0.01,2.1176453,1.5912323,9.934998,AR,stairsu
1/8/2020 19:24,0.011,1.9884338,1.7108612,8.650055,AR,stairsu
1/8/2020 19:24,0.009,1.9716797,1.627121,7.2717896,AR,stairsu
1/8/2020 19:24,0.01,1.861618,1.8305054,6.221344,AR,stairsu
1/8/2020 19:24,0.01,1.8257294,2.4311066,6.3314056,AR,stairsu
1/8/2020 19:24,0.011,2.1128693,1.2346954,7.1234283,AR,stairsu
1/8/2020 19:24,0.009,1.483551,1.4955139,7.7886353,AR,stairsu
1/8/2020 19:24,0.01,0.36131287,2.5172424,10.2508545,AR,stairsu
1/8/2020 19:24,0.011,-0.45942688,2.2875366,10.200607,AR,stairsu
1/8/2020 19:24,0.009,-0.61735535,1.907074,10.186249,AR,stairsu
1/8/2020 19:24,0.01,-0.76330566,1.6821594,9.920639,AR,stairsu
1/8/2020 19:24,0.011,0.15553284,1.5960083,9.645462,AR,stairsu
1/8/2020 19:24,0.009,0.6197357,1.2969055,9.39183,AR,stairsu
1/8/2020 19:24,0.01,0.6699829,0.5312042,9.1453705,AR,stairsu
1/8/2020 19:24,0.01,1.0935211,0.021530151,8.858231,AR,stairsu
1/8/2020 19:24,0.012,0.119644165,-0.107681274,9.49472,AR,stairsu
1/8/2020 19:24,0.009,-0.39720154,0.0765686,9.958923,AR,stairsu
1/8/2020 19:24,0.009,-0.66760254,0.30867004,9.047256,AR,stairsu
1/8/2020 19:24,0.01,-1.6630096,0.6795654,4.5702972,AR,stairsu
1/8/2020 19:24,0.01,-3.6681976,1.2442627,6.1447754,AR,stairsu
1/8/2020 19:24,0.011,-2.6321106,3.156128,11.85405,AR,stairsu
1/8/2020 19:24,0.009,-2.567505,2.8043823,11.619553,AR,stairsu
1/8/2020 19:24,0.01,-2.835495,2.5363922,10.7030945,AR,stairsu
1/8/2020 19:24,0.011,-1.0480499,1.6414795,10.128815,AR,stairsu
1/8/2020 19:24,0.009,-1.4404755,1.4787598,9.078369,AR,stairsu
1/8/2020 19:24,0.01,-2.4957123,2.7541351,9.643082,AR,stairsu
1/8/2020 19:24,0.011,-3.3882294,3.739975,11.188843,AR,stairsu
1/8/2020 19:24,0.009,-3.9936218,3.694519,13.048065,AR,stairsu
1/8/2020 19:24,0.01,-3.5653076,2.995819,14.663223,AR,stairsu
1/8/2020 19:24,0.01,-3.0747833,2.5220337,15.081955,AR,stairsu
1/8/2020 19:24,0.01,-1.8903351,2.526825,14.031509,AR,stairsu
1/8/2020 19:24,0.011,-0.24406433,1.6342926,12.650848,AR,stairsu
1/8/2020 19:24,0.009,-1.4620209,1.7706909,11.17688,AR,stairsu
1/8/2020 19:24,0.01,-1.1078796,2.148758,10.322632,AR,stairsu
1/8/2020 19:24,0.01,-2.0482635,2.6679993,8.752945,AR,stairsu
1/8/2020 19:24,0.01,-2.5005035,3.7543335,8.729019,AR,stairsu
1/8/2020 19:24,0.011,-3.6011963,4.6588287,8.453842,AR,stairsu
1/8/2020 19:24,0.009,-3.122635,5.469986,8.238495,AR,stairsu
1/8/2020 19:24,0.01,-3.5485535,4.845459,7.326828,AR,stairsu
1/8/2020 19:24,0.01,-1.9740753,3.110672,7.7120667,AR,stairsu
1/8/2020 19:24,0.011,-1.3304138,1.6630096,8.415558,AR,stairsu
1/8/2020 19:24,0.009,-1.0121613,1.529007,9.044876,AR,stairsu
1/8/2020 19:24,0.01,-1.3304138,1.5003052,9.722046,AR,stairsu
1/8/2020 19:24,0.011,-0.70588684,0.7992096,10.188644,AR,stairsu
1/8/2020 19:24,0.009,-0.43310547,-0.4091797,10.43988,AR,stairsu
1/8/2020 19:24,0.01,-0.01914978,-0.8231354,10.255646,AR,stairsu
1/8/2020 19:24,0.011,0.29431152,-0.33499146,8.769699,AR,stairsu
1/8/2020 19:24,0.009,0.38285828,0.13639832,7.4895325,AR,stairsu
1/8/2020 19:24,0.01,1.0911255,-0.021530151,6.6424713,AR,stairsu
1/8/2020 19:24,0.011,0.72502136,0.37327576,6.089737,AR,stairsu
1/8/2020 19:24,0.009,0.9906311,-1.1652985,6.845871,AR,stairsu
1/8/2020 19:24,0.011,2.1750793,-3.036499,7.984848,AR,stairsu
1/8/2020 19:24,0.009,2.3928223,-3.8117676,8.166702,AR,stairsu
1/8/2020 19:24,0.01,2.3330078,-3.7734833,7.561325,AR,stairsu
1/8/2020 19:24,0.01,1.9884338,-3.4983063,7.176071,AR,stairsu
1/8/2020 19:24,0.011,0.6652069,-2.8785706,8.750549,AR,stairsu
1/8/2020 19:24,0.009,-0.28474426,-2.892929,9.765106,AR,stairsu
1/8/2020 19:24,0.01,-1.2873383,-2.8450623,10.657639,AR,stairsu
1/8/2020 19:24,0.01,-1.8305054,-2.8618164,10.198212,AR,stairsu
1/8/2020 19:24,0.01,-1.8161469,-2.9814606,8.927628,AR,stairsu
1/8/2020 19:24,0.011,-1.1102753,-3.1058807,7.527817,AR,stairsu
1/8/2020 19:24,0.009,-0.29670715,-3.2805634,6.7405853,AR,stairsu
1/8/2020 19:24,0.01,-0.17945862,-3.1417694,6.8004,AR,stairsu
1/8/2020 19:24,0.01,-0.64367676,-3.115448,7.5996094,AR,stairsu
1/8/2020 19:24,0.01,-1.627121,-3.0580292,8.475372,AR,stairsu
1/8/2020 19:24,0.01,-2.6727905,-2.8857422,8.810379,AR,stairsu
1/8/2020 19:24,0.011,-3.591629,-2.7230377,8.712265,AR,stairsu
1/8/2020 19:24,0.009,-4.2137604,-2.691925,8.3485565,AR,stairsu
1/8/2020 19:24,0.01,-4.5583344,-2.7014923,8.121246,AR,stairsu
1/8/2020 19:24,0.011,-4.2807617,-2.9407806,6.9966125,AR,stairsu
1/8/2020 19:24,0.009,-4.2113647,-3.1968079,7.6833496,AR,stairsu
1/8/2020 19:24,0.01,-4.6205444,-3.1298065,8.477768,AR,stairsu
1/8/2020 19:24,0.011,-4.9818573,-3.4528503,9.154938,AR,stairsu
1/8/2020 19:24,0.01,-5.30011,-3.5700989,9.561722,AR,stairsu
1/8/2020 19:24,0.009,-5.32164,-3.5700989,9.932602,AR,stairsu
1/8/2020 19:24,0.01,-5.345566,-3.694519,10.389633,AR,stairsu
1/8/2020 19:24,0.012,-5.924637,-3.625122,11.172089,AR,stairsu
1/8/2020 19:24,0.008,-5.79541,-3.522232,12.18425,AR,stairsu
1/8/2020 19:24,0.01,-5.264206,-3.4145508,12.583847,AR,stairsu
1/8/2020 19:24,0.01,-4.4889374,-3.5700989,12.935593,AR,stairsu
1/8/2020 19:24,0.01,-3.6897278,-3.7615204,12.583847,AR,stairsu
1/8/2020 19:24,0.01,-3.3427734,-3.883545,11.861221,AR,stairsu
1/8/2020 19:24,0.011,-3.357132,-4.0534363,11.085953,AR,stairsu
1/8/2020 19:24,0.009,-3.763916,-4.433899,10.660019,AR,stairsu
1/8/2020 19:24,0.01,-4.0366974,-4.47937,10.463806,AR,stairsu
1/8/2020 19:24,0.01,-4.031906,-4.441086,10.5260315,AR,stairsu
1/8/2020 19:24,0.01,-3.8692017,-4.445862,10.853836,AR,stairsu
1/8/2020 19:24,0.011,-3.5772705,-4.256836,11.169693,AR,stairsu
1/8/2020 19:24,0.009,-3.172882,-4.0701904,11.370697,AR,stairsu
1/8/2020 19:24,0.011,-2.5818634,-4.0701904,11.291733,AR,stairsu
1/8/2020 19:24,0.009,-2.0650024,-4.6085815,11.885147,AR,stairsu
1/8/2020 19:24,0.01,-2.0937195,-4.546356,11.681763,AR,stairsu
1/8/2020 19:24,0.011,-1.7682953,-4.256836,11.145767,AR,stairsu
1/8/2020 19:24,0.009,-1.4356995,-3.7662964,10.112076,AR,stairsu
1/8/2020 19:24,0.011,-1.3734741,-3.1465607,9.049652,AR,stairsu
1/8/2020 19:24,0.009,-1.7826538,-3.1633148,8.817551,AR,stairsu
1/8/2020 19:24,0.011,-2.589035,-3.8500519,8.882156,AR,stairsu
1/8/2020 19:24,0.009,-3.0341034,-4.2998962,8.882156,AR,stairsu
1/8/2020 19:24,0.01,-3.7184448,-4.3334045,9.159729,AR,stairsu
1/8/2020 19:24,0.01,-4.565506,-4.4195404,9.47319,AR,stairsu
1/8/2020 19:24,0.011,-5.0368958,-4.443466,9.812973,AR,stairsu
1/8/2020 19:24,0.01,-5.211563,-4.4602203,9.836899,AR,stairsu
1/8/2020 19:24,0.009,-5.276169,-4.5224304,9.659821,AR,stairsu
1/8/2020 19:24,0.011,-5.757126,-4.6085815,9.76033,AR,stairsu
1/8/2020 19:24,0.009,-6.151947,-5.0368958,9.812973,AR,stairsu
1/8/2020 19:24,0.01,-6.2117615,-5.1134644,9.999603,AR,stairsu
1/8/2020 19:24,0.01,-5.6111755,-4.8023987,10.267609,AR,stairsu
1/8/2020 19:24,0.011,-4.606186,-4.8598175,10.432709,AR,stairsu
1/8/2020 19:24,0.009,-3.9314117,-5.15654,9.992432,AR,stairsu
1/8/2020 19:24,0.011,-3.4169464,-5.601593,8.877365,AR,stairsu
1/8/2020 19:24,0.01,-3.3810577,-6.254837,6.9631195,AR,stairsu
1/8/2020 19:24,0.009,-4.4530487,-6.5850525,5.7690887,AR,stairsu
1/8/2020 19:24,0.01,-6.41037,-6.7740784,4.977066,AR,stairsu
1/8/2020 19:24,0.01,-7.865204,-6.7286224,4.790436,AR,stairsu
1/8/2020 19:24,0.011,-8.688339,-6.443878,4.821533,AR,stairsu
1/8/2020 19:24,0.009,-8.714661,-6.1375885,5.2091827,AR,stairsu
1/8/2020 19:24,0.011,-8.255234,-6.1280212,5.5633087,AR,stairsu
1/8/2020 19:24,0.009,-7.5350037,-6.2285156,5.620743,AR,stairsu
1/8/2020 19:24,0.01,-6.764511,-6.3912354,5.3120728,AR,stairsu
1/8/2020 19:24,0.011,-6.238083,-6.508484,4.2592316,AR,stairsu
1/8/2020 19:24,0.009,-5.8743744,-6.649658,4.5391846,AR,stairsu
1/8/2020 19:24,0.01,-5.6398773,-6.845871,5.2139587,AR,stairsu
1/8/2020 19:24,0.01,-5.8791656,-6.9750824,5.9533386,AR,stairsu
1/8/2020 19:24,0.011,-5.8049927,-6.8315125,6.376877,AR,stairsu
1/8/2020 19:24,0.009,-5.642273,-6.654434,6.735794,AR,stairsu
1/8/2020 19:24,0.01,-5.551346,-6.5970154,6.867401,AR,stairsu
1/8/2020 19:24,0.01,-5.367096,-6.5156555,6.5946198,AR,stairsu
1/8/2020 19:24,0.01,-4.9531403,-6.563507,6.20459,AR,stairsu
1/8/2020 19:24,0.011,-4.5702972,-6.6137695,5.93898,AR,stairsu
1/8/2020 19:24,0.009,-4.134796,-6.731003,5.848053,AR,stairsu
1/8/2020 19:24,0.01,-4.022339,-6.7693024,5.8073883,AR,stairsu
1/8/2020 19:24,0.01,-4.4147644,-6.793228,5.883957,AR,stairsu
1/8/2020 19:24,0.01,-5.1756744,-6.754944,5.8743744,AR,stairsu
1/8/2020 19:24,0.011,-5.5369873,-6.673584,5.81456,AR,stairsu
1/8/2020 19:24,0.009,-5.69014,-6.628113,5.577667,AR,stairsu
1/8/2020 19:24,0.01,-5.77388,-6.661621,5.2331085,AR,stairsu
1/8/2020 19:24,0.01,-5.6638184,-6.661621,5.132599,AR,stairsu
1/8/2020 19:24,0.01,-5.3862457,-6.7046967,5.127823,AR,stairsu
1/8/2020 19:24,0.01,-5.1015015,-6.5898285,5.1182404,AR,stairsu
1/8/2020 19:24,0.011,-4.800003,-6.4462585,5.13739,AR,stairsu
1/8/2020 19:24,0.009,-4.68515,-6.3601227,5.01297,AR,stairsu
1/8/2020 19:24,0.01,-4.347763,-6.094513,4.618149,AR,stairsu
1/8/2020 19:24,0.011,-4.204193,-5.991623,4.194626,AR,stairsu
1/8/2020 19:24,0.009,-4.1730804,-5.8815613,3.8356934,AR,stairsu
1/8/2020 19:24,0.01,-4.3621216,-5.950943,3.4504547,AR,stairsu
1/8/2020 19:24,0.01,-4.816757,-6.283554,3.4839478,AR,stairsu
1/8/2020 19:24,0.01,-5.2139587,-6.582657,3.620346,AR,stairsu
1/8/2020 19:24,0.011,-5.8576355,-7.001404,3.7040863,AR,stairsu
1/8/2020 19:24,0.009,-6.5324097,-7.216751,3.6083832,AR,stairsu
1/8/2020 19:24,0.01,-7.1162567,-7.475174,3.4217377,AR,stairsu
1/8/2020 19:24,0.01,-7.1162567,-7.475174,3.4217377,AR,stairsu
1/8/2020 19:24,0.01,-7.479965,-8.164307,3.0388794,AR,stairsu
1/8/2020 19:24,0.01,-7.453644,-8.216949,3.103485,AR,stairsu
1/8/2020 19:24,0.011,-7.3005066,-8.207382,3.2279205,AR,stairsu
1/8/2020 19:24,0.009,-6.75972,-7.8915253,3.8237305,AR,stairsu
1/8/2020 19:24,0.011,-6.623337,-7.7934265,4.0462646,AR,stairsu
1/8/2020 19:24,0.009,-6.1591187,-7.470398,4.8598175,AR,stairsu
1/8/2020 19:24,0.011,-5.67099,-7.434494,4.9387817,AR,stairsu
1/8/2020 19:24,0.009,-5.469986,-7.2143555,4.158722,AR,stairsu
1/8/2020 19:24,0.01,-5.0345,-7.680954,4.0055847,AR,stairsu
1/8/2020 19:24,0.01,-5.65184,-8.126022,3.9266205,AR,stairsu
1/8/2020 19:24,0.01,-6.295517,-8.252853,3.907486,AR,stairsu
1/8/2020 19:24,0.011,-6.982254,-8.188232,3.677765,AR,stairsu
