Date_time,Second,X,Y,Z,Profile,Activity
1/8/2020 19:24,2212,-1.3691711,-0.57299805,-0.18685913,AR,stairsu
1/8/2020 19:24,2221,-1.3453369,-0.8063507,-0.1734314,AR,stairsu
1/8/2020 19:24,2231,-1.1987305,-0.76908875,0.021438599,AR,stairsu
1/8/2020 19:24,2241,-1.0295258,-0.75686646,0.19735718,AR,stairsu
1/8/2020 19:24,2252,-0.9073334,-0.9419708,0.30303955,AR,stairsu
1/8/2020 19:24,2261,-0.9421692,-1.0946808,0.32443237,AR,stairsu
1/8/2020 19:24,2272,-1.1816254,-1.0989532,0.3378601,AR,stairsu
1/8/2020 19:24,2281,-1.4400177,-0.91815186,0.3879547,AR,stairsu
1/8/2020 19:24,2291,-1.7814941,-0.7807007,0.39222717,AR,stairsu
1/8/2020 19:24,2301,-1.9000092,-0.6212616,0.24989319,AR,stairsu
1/8/2020 19:24,2311,-1.8749542,-0.52168274,-0.17770386,AR,stairsu
1/8/2020 19:24,2322,-1.8682404,-0.45755005,-0.5313873,AR,stairsu
1/8/2020 19:24,2331,-1.9769745,-0.36958313,-0.86676025,AR,stairsu
1/8/2020 19:24,2341,-2.124817,-0.38912964,-1.0494232,AR,stairsu
1/8/2020 19:24,2351,-2.0637207,-0.33415222,-1.0555267,AR,stairsu
1/8/2020 19:24,2362,-1.7924957,-0.4276123,-0.9754944,AR,stairsu
1/8/2020 19:24,2371,-1.6141205,-0.48931885,-0.89608765,AR,stairsu
1/8/2020 19:24,2381,-1.4155884,-0.5290222,-0.76841736,AR,stairsu
1/8/2020 19:24,2391,-1.3972626,-0.51130676,-0.74458313,AR,stairsu
1/8/2020 19:24,2401,-1.4974365,-0.38912964,-0.8637085,AR,stairsu
1/8/2020 19:24,2411,-1.67276,-0.1789856,-1.0952301,AR,stairsu
1/8/2020 19:24,2421,-1.804718,0.05923462,-1.3236847,AR,stairsu
1/8/2020 19:24,2431,-1.8444214,0.31459045,-1.5546112,AR,stairsu
1/8/2020 19:24,2442,-1.801651,0.46852112,-1.634018,AR,stairsu
1/8/2020 19:24,2451,-1.7271271,0.56993103,-1.6034698,AR,stairsu
1/8/2020 19:24,2461,-1.659317,0.5827484,-1.5014496,AR,stairsu
1/8/2020 19:24,2471,-1.6416168,0.5363312,-1.3585205,AR,stairsu
1/8/2020 19:24,2482,-1.6794891,0.5424347,-1.1954193,AR,stairsu
1/8/2020 19:24,2491,-1.7558441,0.6035156,-1.1734314,AR,stairsu
1/8/2020 19:24,2501,-1.8547974,0.5998535,-1.2076416,AR,stairsu
1/8/2020 19:24,2511,-1.9329834,0.736084,-1.167923,AR,stairsu
1/8/2020 19:24,2522,-1.9635315,0.8130493,-1.141037,AR,stairsu
1/8/2020 19:24,2531,-1.9818573,0.8081665,-1.1129456,AR,stairsu
1/8/2020 19:24,2541,-1.996521,0.709198,-1.0591888,AR,stairsu
1/8/2020 19:24,2551,-1.9427643,0.5436554,-0.98283386,AR,stairsu
1/8/2020 19:24,2562,-1.8132629,0.10261536,-0.80506897,AR,stairsu
1/8/2020 19:24,2571,-1.6575012,-0.19242859,-0.662735,AR,stairsu
1/8/2020 19:24,2581,-1.4552917,-0.4398346,-0.61569214,AR,stairsu
1/8/2020 19:24,2591,-1.2665253,-0.52412415,-0.6663971,AR,stairsu
1/8/2020 19:24,2601,-1.1461945,-0.45143127,-0.7757416,AR,stairsu
1/8/2020 19:24,2611,-1.0979309,-0.33720398,-0.9015808,AR,stairsu
1/8/2020 19:24,2622,-1.140686,-0.23641968,-0.9925995,AR,stairsu
1/8/2020 19:24,2631,-1.181015,-0.19548035,-0.9877167,AR,stairsu
1/8/2020 19:24,2641,-1.2139893,-0.16921997,-0.90953064,AR,stairsu
1/8/2020 19:24,2651,-1.2188873,-0.19303894,-0.833786,AR,stairsu
1/8/2020 19:24,2662,-1.1822357,-0.19181824,-0.75253296,AR,stairsu
1/8/2020 19:24,2671,-1.0692139,-0.18998718,-0.6822815,AR,stairsu
1/8/2020 19:24,2681,-0.8743439,-0.13562012,-0.6407471,AR,stairsu
1/8/2020 19:24,2691,-0.68559265,-0.15211487,-0.6822815,AR,stairsu
1/8/2020 19:24,2702,-0.4076538,-0.21868896,-0.74276733,AR,stairsu
1/8/2020 19:24,2711,-0.11198425,-0.29077148,-0.77207947,AR,stairsu
1/8/2020 19:24,2721,0.099975586,-0.13989258,-0.77085876,AR,stairsu
1/8/2020 19:24,2731,0.20077515,0.18385315,-0.7977295,AR,stairsu
1/8/2020 19:24,2742,0.14701843,0.48684692,-0.81973267,AR,stairsu
1/8/2020 19:24,2751,-0.006912231,0.7556305,-0.820343,AR,stairsu
1/8/2020 19:24,2762,-0.1895752,1.1636963,-0.8099518,AR,stairsu
1/8/2020 19:24,2772,-0.3526764,1.5876312,-0.80018616,AR,stairsu
1/8/2020 19:24,2781,-0.48461914,2.0800018,-0.76109314,AR,stairsu
1/8/2020 19:24,2791,-0.5493622,2.7079773,-0.67678833,AR,stairsu
1/8/2020 19:24,2802,-0.5365448,3.397644,-0.6083679,AR,stairsu
1/8/2020 19:24,2811,-0.48156738,4.142914,-0.6095886,AR,stairsu
1/8/2020 19:24,2821,-0.4045868,5.029892,-0.6126404,AR,stairsu
1/8/2020 19:24,2831,-0.2769165,5.750717,-0.56925964,AR,stairsu
1/8/2020 19:24,2841,-0.13580322,6.1819916,-0.5533905,AR,stairsu
1/8/2020 19:24,2851,0.054763794,6.49292,-0.5301666,AR,stairsu
1/8/2020 19:24,2862,0.29360962,6.6309814,-0.58699036,AR,stairsu
1/8/2020 19:24,2871,0.5617981,6.591278,-0.7262573,AR,stairsu
1/8/2020 19:24,2881,0.7872009,6.431839,-0.9871063,AR,stairsu
1/8/2020 19:24,2892,0.76704407,6.182602,-1.1789093,AR,stairsu
1/8/2020 19:24,2901,0.580719,5.6560364,-1.3688965,AR,stairsu
1/8/2020 19:24,2911,0.24047852,4.707962,-1.401886,AR,stairsu
1/8/2020 19:24,2921,-0.11566162,3.588852,-1.1880798,AR,stairsu
1/8/2020 19:24,2932,-0.37649536,2.6945343,-0.8905792,AR,stairsu
1/8/2020 19:24,2941,-0.57380676,1.9517059,-0.57476807,AR,stairsu
1/8/2020 19:24,2951,-0.6666565,1.37323,-0.3401947,AR,stairsu
1/8/2020 19:24,2961,-0.699646,1.0085297,-0.21313477,AR,stairsu
1/8/2020 19:24,2972,-0.77111816,0.8527527,-0.22106934,AR,stairsu
1/8/2020 19:24,2981,-0.8798523,0.9242401,-0.26260376,AR,stairsu
1/8/2020 19:24,2991,-1.1608582,1.075119,-0.37806702,AR,stairsu
1/8/2020 19:24,3001,-1.2989044,1.0580139,-0.48008728,AR,stairsu
1/8/2020 19:24,3012,-1.4021454,0.99142456,-0.5167389,AR,stairsu
1/8/2020 19:24,3021,-1.3978729,0.86680603,-0.5252838,AR,stairsu
1/8/2020 19:24,3031,-1.3459473,0.7605133,-0.5130768,AR,stairsu
1/8/2020 19:24,3041,-1.2188873,0.58947754,-0.51246643,AR,stairsu
1/8/2020 19:24,3051,-1.0973206,0.49479675,-0.5008545,AR,stairsu
1/8/2020 19:24,3063,-0.986145,0.43615723,-0.5191803,AR,stairsu
1/8/2020 19:24,3072,-0.9042969,0.40560913,-0.59980774,AR,stairsu
1/8/2020 19:24,3081,-0.86335754,0.40560913,-0.71281433,AR,stairsu
1/8/2020 19:24,3091,-0.8236542,0.43737793,-0.8569946,AR,stairsu
1/8/2020 19:24,3101,-0.7717285,0.44958496,-0.9700012,AR,stairsu
1/8/2020 19:24,3112,-0.6929321,0.40682983,-0.9956665,AR,stairsu
1/8/2020 19:24,3121,-0.5890808,0.31459045,-0.9516754,AR,stairsu
1/8/2020 19:24,3131,-0.4583435,0.14720154,-0.8600464,AR,stairsu
1/8/2020 19:24,3141,-0.3929901,0.025039673,-0.7726898,AR,stairsu
1/8/2020 19:24,3151,-0.36732483,-0.078201294,-0.68289185,AR,stairsu
1/8/2020 19:24,3162,-0.3392334,-0.13623047,-0.59799194,AR,stairsu
1/8/2020 19:24,3171,-0.31053162,-0.1282959,-0.57232666,AR,stairsu
1/8/2020 19:24,3181,-0.23843384,-0.023834229,-0.54971313,AR,stairsu
1/8/2020 19:24,3193,-0.1443634,0.0677948,-0.55522156,AR,stairsu
1/8/2020 19:24,3201,-0.04663086,0.15026855,-0.5790405,AR,stairsu
1/8/2020 19:24,3212,0.016281128,0.24250793,-0.60531616,AR,stairsu
1/8/2020 19:24,3223,0.030944824,0.29992676,-0.6346283,AR,stairsu
1/8/2020 19:24,3231,-0.02279663,0.3866577,-0.70243835,AR,stairsu
1/8/2020 19:24,3241,-0.08267212,0.42393494,-0.740921,AR,stairsu
1/8/2020 19:24,3253,-0.11198425,0.43125916,-0.74642944,AR,stairsu
