Date_time,X,Y,Z,ts,Profile,Activity
2020-01-09 11:20:06.726,-0.05682,0.023794,0.036243,1578568806.0,MG,stand
2020-01-09 11:20:06.826,-0.060189,-0.018393,0.040997000000000006,1578568806.0,MG,stand
2020-01-09 11:20:06.927,-0.149515,-0.209671,0.099274,1578568806.0,MG,stand
2020-01-09 11:20:07.027,-0.144245,0.25602,0.021084,1578568807.0,MG,stand
2020-01-09 11:20:07.127,0.047913,0.087922,-0.000194,1578568807.0,MG,stand
2020-01-09 11:20:07.226,0.151659,-0.022541,0.026388,1578568807.0,MG,stand
2020-01-09 11:20:07.327,0.06776900000000001,-0.113112,0.087278,1578568807.0,MG,stand
2020-01-09 11:20:07.427,-0.036986,-0.057691,-0.019907,1578568807.0,MG,stand
2020-01-09 11:20:07.526,0.029004,0.107967,-0.094233,1578568807.0,MG,stand
2020-01-09 11:20:07.626,-0.142654,-0.068829,0.020855,1578568807.0,MG,stand
2020-01-09 11:20:07.726,0.046619,-0.008845,0.012844,1578568807.0,MG,stand
2020-01-09 11:20:07.826,0.070542,0.059868,0.014224,1578568807.0,MG,stand
2020-01-09 11:20:07.926,0.045757,0.027017000000000003,0.022505,1578568807.0,MG,stand
2020-01-09 11:20:08.026,0.072126,0.031897,-0.010885,1578568808.0,MG,stand
2020-01-09 11:20:08.126,-0.0491,0.007886,0.014458000000000004,1578568808.0,MG,stand
2020-01-09 11:20:08.226,-0.001145,0.10836400000000003,-0.059361,1578568808.0,MG,stand
2020-01-09 11:20:08.326,0.06648,0.015974000000000002,-0.002299,1578568808.0,MG,stand
2020-01-09 11:20:08.426,0.005376,-0.05937000000000001,0.037448,1578568808.0,MG,stand
2020-01-09 11:20:08.526,0.08143099999999999,0.067915,-0.055048,1578568808.0,MG,stand
2020-01-09 11:20:08.626,-0.011987,0.017782,0.005739,1578568808.0,MG,stand
2020-01-09 11:20:08.726,0.050804,0.07585900000000001,-0.016878,1578568808.0,MG,stand
2020-01-09 11:20:08.826,0.015291999999999997,-0.028976,0.052905,1578568808.0,MG,stand
2020-01-09 11:20:08.926,0.024343,0.062855,0.007111,1578568808.0,MG,stand
2020-01-09 11:20:09.026,0.006883,-0.012653,0.032213,1578568809.0,MG,stand
2020-01-09 11:20:09.126,-0.046528,-0.045982,0.015822,1578568809.0,MG,stand
2020-01-09 11:20:09.226,-0.009929,0.002723,-0.023677,1578568809.0,MG,stand
2020-01-09 11:20:09.326,-0.052057000000000006,-0.006063000000000001,0.007319,1578568809.0,MG,stand
2020-01-09 11:20:09.426,-0.042532,-0.047524,0.024965,1578568809.0,MG,stand
2020-01-09 11:20:09.526,-0.069271,-0.035683,0.043365,1578568809.0,MG,stand
2020-01-09 11:20:09.626,-0.06325599999999999,-0.060476,0.025126,1578568809.0,MG,stand
2020-01-09 11:20:09.726,-0.051301,-0.016038999999999998,-0.014068,1578568809.0,MG,stand
2020-01-09 11:20:09.826,0.005099,-0.003649,0.002821,1578568809.0,MG,stand
2020-01-09 11:20:09.926,-0.023134,-0.053862,0.077092,1578568809.0,MG,stand
2020-01-09 11:20:10.026,-0.129754,-0.148053,0.124959,1578568810.0,MG,stand
2020-01-09 11:20:10.126,0.035222,0.116083,-0.072931,1578568810.0,MG,stand
2020-01-09 11:20:10.226,0.004691,0.067319,0.030341000000000007,1578568810.0,MG,stand
2020-01-09 11:20:10.326,0.039012,0.033268,0.050084,1578568810.0,MG,stand
2020-01-09 11:20:10.426,0.025179,0.046292,0.014111000000000004,1578568810.0,MG,stand
2020-01-09 11:20:10.526,0.029102,0.019168,0.006176,1578568810.0,MG,stand
2020-01-09 11:20:10.626,-0.043055,-0.016624,0.036143,1578568810.0,MG,stand
2020-01-09 11:20:10.726,0.023536,0.079904,-0.057651,1578568810.0,MG,stand
2020-01-09 11:20:10.826,0.009902,0.018347,0.003027,1578568810.0,MG,stand
2020-01-09 11:20:10.926,0.00026000000000000003,-0.007305,0.017169,1578568810.0,MG,stand
2020-01-09 11:20:11.025,0.007404000000000002,0.046537,-0.030636,1578568811.0,MG,stand
2020-01-09 11:20:11.125,-0.02143,0.017279,0.002412,1578568811.0,MG,stand
2020-01-09 11:20:11.225,0.021348,0.012803,0.030713,1578568811.0,MG,stand
2020-01-09 11:20:11.325,0.038228,0.006057,0.063801,1578568811.0,MG,stand
2020-01-09 11:20:11.425,0.073023,-0.000884,0.031905,1578568811.0,MG,stand
2020-01-09 11:20:11.526,-0.008434,0.016449000000000002,-0.0020350000000000004,1578568811.0,MG,stand
2020-01-09 11:20:11.626,-0.015619,0.031622000000000004,-0.050293,1578568811.0,MG,stand
2020-01-09 11:20:11.726,-0.062239,0.011452,-0.009582,1578568811.0,MG,stand
2020-01-09 11:20:11.826,-0.016288999999999998,-0.007389,0.034556,1578568811.0,MG,stand
2020-01-09 11:20:11.925,0.0066170000000000005,0.028288,0.035917000000000004,1578568811.0,MG,stand
2020-01-09 11:20:12.025,-0.006717,0.017304,-0.000901,1578568812.0,MG,stand
2020-01-09 11:20:12.125,-0.016651,0.017283,-0.024989,1578568812.0,MG,stand
2020-01-09 11:20:12.225,-0.004515,0.019403,-0.019959,1578568812.0,MG,stand
2020-01-09 11:20:12.325,0.002152,0.013341,0.010743,1578568812.0,MG,stand
2020-01-09 11:20:12.425,0.041510000000000005,0.047739,-0.027263,1578568812.0,MG,stand
2020-01-09 11:20:12.525,0.000197,0.013438,0.015666,1578568812.0,MG,stand
2020-01-09 11:20:12.625,-0.009712,-0.006476999999999999,0.037879,1578568812.0,MG,stand
2020-01-09 11:20:12.725,0.005539,0.030051,0.0151,1578568812.0,MG,stand
2020-01-09 11:20:12.825,-0.027142000000000003,0.013847,0.027051,1578568812.0,MG,stand
2020-01-09 11:20:12.925,0.008287000000000001,0.015289,0.007819,1578568812.0,MG,stand
2020-01-09 11:20:13.025,0.002016,0.013843,-0.00456,1578568813.0,MG,stand
2020-01-09 11:20:13.125,-0.001363,0.017082,-0.002861,1578568813.0,MG,stand
2020-01-09 11:20:13.225,-0.004519,0.000667,-0.000986,1578568813.0,MG,stand
2020-01-09 11:20:13.325,0.0005809999999999999,0.007838,0.008314,1578568813.0,MG,stand
2020-01-09 11:20:13.425,0.004158,0.000214,0.012094,1578568813.0,MG,stand
2020-01-09 11:20:13.525,-0.006899,0.005604,0.003212,1578568813.0,MG,stand
2020-01-09 11:20:13.625,-0.012709,0.004404,-0.011789,1578568813.0,MG,stand
2020-01-09 11:20:13.725,-0.007131,0.006248,-0.010967,1578568813.0,MG,stand
2020-01-09 11:20:13.825,0.011986,0.010641,-0.004179,1578568813.0,MG,stand
2020-01-09 11:20:13.925,0.034589,0.027015,0.010437,1578568813.0,MG,stand
2020-01-09 11:20:14.025,-0.007417,0.020884,0.012985,1578568814.0,MG,stand
2020-01-09 11:20:14.125,0.003769,0.014496,0.000172,1578568814.0,MG,stand
2020-01-09 11:20:14.225,-0.003747,0.009856,0.009273,1578568814.0,MG,stand
2020-01-09 11:20:14.325,0.019374,0.011927,0.006065,1578568814.0,MG,stand
2020-01-09 11:20:14.425,0.016855000000000002,0.013196,0.009617,1578568814.0,MG,stand
2020-01-09 11:20:14.525,0.006682,0.031587,-0.011038,1578568814.0,MG,stand
2020-01-09 11:20:14.625,0.001582,-0.040286,0.038383,1578568814.0,MG,stand
2020-01-09 11:20:14.724,0.010768000000000002,-0.006959,0.014966,1578568814.0,MG,stand
2020-01-09 11:20:14.825,-0.025649,-0.018959,0.008673,1578568814.0,MG,stand
2020-01-09 11:20:14.925,-0.040668,0.003034,0.014042,1578568814.0,MG,stand
2020-01-09 11:20:15.025,0.011257,0.011201,-0.021288,1578568815.0,MG,stand
2020-01-09 11:20:15.125,0.052178,0.015843,0.001277,1578568815.0,MG,stand
2020-01-09 11:20:15.224,0.00829,0.017664,0.032213,1578568815.0,MG,stand
2020-01-09 11:20:15.325,0.002474,0.027385000000000003,0.00439,1578568815.0,MG,stand
2020-01-09 11:20:15.425,0.014015,0.034297,-0.041506,1578568815.0,MG,stand
2020-01-09 11:20:15.525,-0.039715,-0.008084000000000001,0.007595999999999999,1578568815.0,MG,stand
2020-01-09 11:20:15.624,-0.0015539999999999998,0.050016000000000005,0.032921,1578568815.0,MG,stand
2020-01-09 11:20:15.724,-0.04882,-0.060153,0.117239,1578568815.0,MG,stand
2020-01-09 11:20:15.824,0.006869,-0.006167,-0.01534,1578568815.0,MG,stand
2020-01-09 11:20:15.924,-0.049838,-0.021642,-0.004714,1578568815.0,MG,stand
2020-01-09 11:20:16.024,-0.103437,-0.016372,0.048558,1578568816.0,MG,stand
2020-01-09 11:20:16.125,-0.107474,-0.154622,0.083491,1578568816.0,MG,stand
2020-01-09 11:20:16.224,-0.043202,0.181884,-0.10057,1578568816.0,MG,stand
2020-01-09 11:20:16.325,-0.32011,0.059033,0.097656,1578568816.0,MG,stand
2020-01-09 11:20:16.424,-0.19505,-0.212281,0.084333,1578568816.0,MG,stand
2020-01-09 11:20:16.524,0.086982,-0.071601,-0.049351,1578568816.0,MG,stand
2020-01-09 11:20:16.624,0.028077,-0.114616,0.100838,1578568816.0,MG,stand
2020-01-09 11:20:16.724,0.01975,-0.027002,0.06058300000000001,1578568816.0,MG,stand
2020-01-09 11:20:16.824,-0.049766000000000005,0.03964,-0.027203,1578568816.0,MG,stand
2020-01-09 11:20:16.924,-0.016807,-0.043822,-0.010041,1578568816.0,MG,stand
2020-01-09 11:20:17.024,0.103252,0.061432000000000014,-0.077863,1578568817.0,MG,stand
2020-01-09 11:20:17.124,0.089992,-0.07943,0.092424,1578568817.0,MG,stand
2020-01-09 11:20:17.224,0.005099,-0.085409,0.033934,1578568817.0,MG,stand
2020-01-09 11:20:17.324,-0.061227,0.069712,-0.065099,1578568817.0,MG,stand
2020-01-09 11:20:17.424,-0.052991,0.017506999999999998,-0.017563,1578568817.0,MG,stand
2020-01-09 11:20:17.524,-0.085628,0.006489,0.014618,1578568817.0,MG,stand
2020-01-09 11:20:17.624,0.056968,0.048507,-0.009419,1578568817.0,MG,stand
2020-01-09 11:20:17.724,0.017217,0.026229,0.00426,1578568817.0,MG,stand
2020-01-09 11:20:17.824,0.098861,0.040419,0.022462,1578568817.0,MG,stand
2020-01-09 11:20:17.924,0.03111,0.002859,0.028488,1578568817.0,MG,stand
2020-01-09 11:20:18.024,0.017063,-0.013077000000000002,0.009635,1578568818.0,MG,stand
2020-01-09 11:20:18.124,0.096234,-0.031799,-0.038259,1578568818.0,MG,stand
2020-01-09 11:20:18.224,-0.020065,0.021144,0.002673,1578568818.0,MG,stand
2020-01-09 11:20:18.324,-0.080604,-0.001723,0.023819,1578568818.0,MG,stand
2020-01-09 11:20:18.424,-0.027965,0.041914,-0.028004,1578568818.0,MG,stand
2020-01-09 11:20:18.524,0.037224,-0.009902,-0.014247,1578568818.0,MG,stand
2020-01-09 11:20:18.624,0.044092,-0.014538,0.031004000000000007,1578568818.0,MG,stand
2020-01-09 11:20:18.724,0.001807,0.017043,0.03509,1578568818.0,MG,stand
2020-01-09 11:20:18.824,-0.035608999999999995,0.004048,0.024223,1578568818.0,MG,stand
2020-01-09 11:20:18.924,0.011515,-0.008205,-0.021712,1578568818.0,MG,stand
2020-01-09 11:20:19.023,0.031388,-0.012123,-0.019581,1578568819.0,MG,stand
2020-01-09 11:20:19.124,0.017946,0.001644,0.003698,1578568819.0,MG,stand
2020-01-09 11:20:19.224,-0.004035,0.02759,-0.043351,1578568819.0,MG,stand
2020-01-09 11:20:19.324,0.017337,0.001765,-0.023136,1578568819.0,MG,stand
2020-01-09 11:20:19.424,0.010858,-0.053037,0.05807100000000001,1578568819.0,MG,stand
2020-01-09 11:20:19.524,-0.016422,0.046998000000000005,0.006239,1578568819.0,MG,stand
2020-01-09 11:20:19.624,0.001193,0.067106,0.005425,1578568819.0,MG,stand
2020-01-09 11:20:19.724,0.000201,-0.008629000000000001,0.07184199999999999,1578568819.0,MG,stand
2020-01-09 11:20:19.824,-0.077032,0.098507,0.018129,1578568819.0,MG,stand
2020-01-09 11:20:19.923,0.053273,0.029562,-0.023175,1578568819.0,MG,stand
2020-01-09 11:20:20.024,0.018882,-0.013276,0.029738,1578568820.0,MG,stand
2020-01-09 11:20:20.123,0.060038,0.015699,-0.013359,1578568820.0,MG,stand
2020-01-09 11:20:20.223,-0.015889,-0.011658,0.010251,1578568820.0,MG,stand
2020-01-09 11:20:20.323,0.003226,0.047513,-0.0289,1578568820.0,MG,stand
2020-01-09 11:20:20.423,0.014701,0.028504,-0.000188,1578568820.0,MG,stand
2020-01-09 11:20:20.523,0.027787,0.015387,0.000824,1578568820.0,MG,stand
2020-01-09 11:20:20.623,0.024178,0.020193,0.010579,1578568820.0,MG,stand
2020-01-09 11:20:20.723,0.015098,-0.001823,0.003106,1578568820.0,MG,stand
2020-01-09 11:20:20.823,-0.005856,0.03323,-0.012495,1578568820.0,MG,stand
2020-01-09 11:20:20.923,0.011755,0.028385000000000007,-0.01013,1578568820.0,MG,stand
2020-01-09 11:20:21.023,0.055698,0.002337,-0.006428,1578568821.0,MG,stand
2020-01-09 11:20:21.123,0.045158,0.007858,0.008907,1578568821.0,MG,stand
2020-01-09 11:20:21.223,-0.012188,0.01286,0.03585,1578568821.0,MG,stand
2020-01-09 11:20:21.323,-0.016512,-0.004671,0.026971,1578568821.0,MG,stand
2020-01-09 11:20:21.423,0.030417000000000007,0.04997,-0.053177,1578568821.0,MG,stand
2020-01-09 11:20:21.523,0.040424,0.011152,0.01611,1578568821.0,MG,stand
2020-01-09 11:20:21.623,0.012544,0.001539,0.066606,1578568821.0,MG,stand
2020-01-09 11:20:21.723,0.0006580000000000001,0.030408,0.00048,1578568821.0,MG,stand
2020-01-09 11:20:21.823,0.006640000000000001,0.022884,-0.033054,1578568821.0,MG,stand
2020-01-09 11:20:21.923,-0.028224000000000006,0.018468,-0.021397,1578568821.0,MG,stand
2020-01-09 11:20:22.023,-0.016751,0.007858,0.013982,1578568822.0,MG,stand
2020-01-09 11:20:22.123,0.002886,-0.015822,0.039026,1578568822.0,MG,stand
2020-01-09 11:20:22.223,0.019892,-0.027799,0.016724,1578568822.0,MG,stand
2020-01-09 11:20:22.323,0.008535,0.015213999999999997,0.006318,1578568822.0,MG,stand
2020-01-09 11:20:22.423,-0.030094,0.000476,0.01015,1578568822.0,MG,stand
2020-01-09 11:20:22.523,-0.030473,0.02218,0.019572,1578568822.0,MG,stand
2020-01-09 11:20:22.623,0.032363,0.001827,-0.0021920000000000004,1578568822.0,MG,stand
2020-01-09 11:20:22.723,-0.001039,-0.001883,0.00418,1578568822.0,MG,stand
2020-01-09 11:20:22.823,-0.029792000000000006,0.017377,0.017013,1578568822.0,MG,stand
2020-01-09 11:20:22.923,-0.031918,0.055007000000000014,0.039116000000000005,1578568822.0,MG,stand
2020-01-09 11:20:23.023,0.0005679999999999999,0.000148,0.046219,1578568823.0,MG,stand
2020-01-09 11:20:23.122,0.047439,0.046623000000000005,-0.028951,1578568823.0,MG,stand
2020-01-09 11:20:23.222,0.051568,-0.024841,-0.020455,1578568823.0,MG,stand
2020-01-09 11:20:23.323,0.019909,0.050614,-0.016331000000000002,1578568823.0,MG,stand
2020-01-09 11:20:23.423,-0.008248,0.018088,0.019824,1578568823.0,MG,stand
2020-01-09 11:20:23.523,0.014806,0.001017,0.015489,1578568823.0,MG,stand
2020-01-09 11:20:23.623,0.00587,-0.004808,0.002172,1578568823.0,MG,stand
2020-01-09 11:20:23.723,-0.00417,0.001209,0.020943,1578568823.0,MG,stand
2020-01-09 11:20:23.822,-0.021262,-0.006865,0.025155,1578568823.0,MG,stand
2020-01-09 11:20:23.922,-0.004686,0.012137,-0.018284,1578568823.0,MG,stand
2020-01-09 11:20:24.022,-0.004481000000000001,-0.016426,-0.003077,1578568824.0,MG,stand
2020-01-09 11:20:24.122,0.002869,0.019372,-0.007926,1578568824.0,MG,stand
2020-01-09 11:20:24.222,-0.004046,0.006861,0.016509,1578568824.0,MG,stand
2020-01-09 11:20:24.322,0.057937,0.019842,0.019197,1578568824.0,MG,stand
2020-01-09 11:20:24.422,0.02056,0.042304,0.009025,1578568824.0,MG,stand
2020-01-09 11:20:24.522,-0.051355999999999985,0.016855000000000002,0.007635999999999999,1578568824.0,MG,stand
2020-01-09 11:20:24.622,-0.020088,0.029921,0.005272,1578568824.0,MG,stand
2020-01-09 11:20:24.722,0.006488,-0.008056,0.039208,1578568824.0,MG,stand
2020-01-09 11:20:24.822,-0.019637,-0.01744,0.049988,1578568824.0,MG,stand
2020-01-09 11:20:24.922,0.04676,0.032523,-0.0091,1578568824.0,MG,stand
2020-01-09 11:20:25.022,-0.005495,0.108351,-0.046986,1578568825.0,MG,stand
2020-01-09 11:20:25.122,-0.019847,-0.001794,0.044297,1578568825.0,MG,stand
2020-01-09 11:20:25.222,-0.02223,-0.08707100000000001,0.090634,1578568825.0,MG,stand
2020-01-09 11:20:25.322,0.003922999999999999,0.029673,-0.00605,1578568825.0,MG,stand
2020-01-09 11:20:25.422,0.122153,0.08579400000000001,-0.105256,1578568825.0,MG,stand
2020-01-09 11:20:25.522,0.028607,0.008884999999999999,0.009014,1578568825.0,MG,stand
2020-01-09 11:20:25.623,0.044019,-0.030467,0.072756,1578568825.0,MG,stand
2020-01-09 11:20:25.722,-0.019496,0.027752,0.034993,1578568825.0,MG,stand
2020-01-09 11:20:25.822,-0.044986,-0.014616,-0.017632,1578568825.0,MG,stand
2020-01-09 11:20:25.922,-0.036291,0.001714,-0.025421,1578568825.0,MG,stand
2020-01-09 11:20:26.022,-0.02313,-0.02499,0.025896,1578568826.0,MG,stand
2020-01-09 11:20:26.122,0.020642,0.022322,0.008941,1578568826.0,MG,stand
2020-01-09 11:20:26.222,-0.022799,-0.016258,0.022489,1578568826.0,MG,stand
2020-01-09 11:20:26.322,0.037069,0.062139,-0.045172,1578568826.0,MG,stand
2020-01-09 11:20:26.422,0.004868,-0.040241000000000006,0.022055,1578568826.0,MG,stand
2020-01-09 11:20:26.522,0.029521,0.045908,-0.021778,1578568826.0,MG,stand
2020-01-09 11:20:26.622,-0.003225,-0.016104,0.02747,1578568826.0,MG,stand
2020-01-09 11:20:26.722,0.016184,0.013481,-0.010178,1578568826.0,MG,stand
2020-01-09 11:20:26.822,-0.005312,-0.009509,0.00143,1578568826.0,MG,stand
2020-01-09 11:20:26.922,-0.014627,-0.009566,0.011035,1578568826.0,MG,stand
2020-01-09 11:20:27.022,-0.005492,0.002418,0.00981,1578568827.0,MG,stand
2020-01-09 11:20:27.122,-0.021725,0.006433,0.022101,1578568827.0,MG,stand
2020-01-09 11:20:27.222,0.001178,0.017322999999999998,0.0008060000000000001,1578568827.0,MG,stand
2020-01-09 11:20:27.322,0.02553,0.042925,0.011004,1578568827.0,MG,stand
2020-01-09 11:20:27.422,-0.03651,-0.003976,0.053120000000000014,1578568827.0,MG,stand
2020-01-09 11:20:27.522,0.063223,0.026806,0.001019,1578568827.0,MG,stand
2020-01-09 11:20:27.622,-0.014003,0.017707,0.012314,1578568827.0,MG,stand
2020-01-09 11:20:27.722,0.01057,-0.001418,0.00587,1578568827.0,MG,stand
2020-01-09 11:20:27.821,0.005696,-0.00115,0.024426,1578568827.0,MG,stand
2020-01-09 11:20:27.922,0.00943,-0.006691,0.010753,1578568827.0,MG,stand
2020-01-09 11:20:28.022,-0.008138,-0.027418,0.024204,1578568828.0,MG,stand
2020-01-09 11:20:28.121,-0.020553,0.000737,0.000898,1578568828.0,MG,stand
2020-01-09 11:20:28.222,-0.029394,0.006629,-0.006297,1578568828.0,MG,stand
2020-01-09 11:20:28.321,0.008775,0.020077,-0.017465,1578568828.0,MG,stand
2020-01-09 11:20:28.421,0.060525,0.050734,-0.026737,1578568828.0,MG,stand
2020-01-09 11:20:28.521,-0.056537,-0.067896,0.071403,1578568828.0,MG,stand
2020-01-09 11:20:28.621,-0.006670999999999999,0.055061,0.005117,1578568828.0,MG,stand
2020-01-09 11:20:28.721,0.010111,0.058137,-0.021731,1578568828.0,MG,stand
2020-01-09 11:20:28.821,0.018112,0.014245,-0.015004,1578568828.0,MG,stand
2020-01-09 11:20:28.921,0.014254,0.015526,-0.007088,1578568828.0,MG,stand
2020-01-09 11:20:29.021,0.000297,-0.008056,-0.002555,1578568829.0,MG,stand
2020-01-09 11:20:29.121,0.007148000000000002,0.049252,-0.028942,1578568829.0,MG,stand
2020-01-09 11:20:29.221,-0.004623,-0.050662,0.06365900000000001,1578568829.0,MG,stand
2020-01-09 11:20:29.321,0.027832,0.026661,0.037918,1578568829.0,MG,stand
2020-01-09 11:20:29.421,-0.021604,-0.005393,0.032875,1578568829.0,MG,stand
2020-01-09 11:20:29.521,-0.006509999999999999,-0.003778,0.000152,1578568829.0,MG,stand
2020-01-09 11:20:29.621,-0.048312,-0.023804,0.055855,1578568829.0,MG,stand
2020-01-09 11:20:29.721,0.026309,0.034210000000000004,-0.016507,1578568829.0,MG,stand
2020-01-09 11:20:29.821,-0.016722,-0.015181,-0.001626,1578568829.0,MG,stand
2020-01-09 11:20:29.921,-0.016721,0.000283,0.019148,1578568829.0,MG,stand
2020-01-09 11:20:30.021,-0.013529,0.0050880000000000005,0.013032,1578568830.0,MG,stand
2020-01-09 11:20:30.121,0.004542,-0.027664,0.019858,1578568830.0,MG,stand
2020-01-09 11:20:30.221,0.02135,0.013629,-0.016015,1578568830.0,MG,stand
2020-01-09 11:20:30.321,-0.016718,0.02519,-0.000401,1578568830.0,MG,stand
2020-01-09 11:20:30.421,-0.004873,0.027608,0.005288,1578568830.0,MG,stand
2020-01-09 11:20:30.521,0.020312,0.008561,0.006737000000000001,1578568830.0,MG,stand
2020-01-09 11:20:30.621,0.040926,-0.0016059999999999998,0.008388,1578568830.0,MG,stand
2020-01-09 11:20:30.721,-0.037032,0.019438,0.011161,1578568830.0,MG,stand
2020-01-09 11:20:30.821,-0.018313,0.022309,0.006668,1578568830.0,MG,stand
2020-01-09 11:20:30.921,-0.014219999999999997,-0.014356,0.03867,1578568830.0,MG,stand
2020-01-09 11:20:31.021,0.005943,-0.012236,0.011366,1578568831.0,MG,stand
2020-01-09 11:20:31.121,-0.00906,0.004322,-0.003809,1578568831.0,MG,stand
2020-01-09 11:20:31.221,-0.035474,0.015764,-0.003599,1578568831.0,MG,stand
2020-01-09 11:20:31.321,-0.029634,0.012363,0.00936,1578568831.0,MG,stand
2020-01-09 11:20:31.420,-0.025791,-0.029569,0.037706,1578568831.0,MG,stand
2020-01-09 11:20:31.521,-0.019541,0.025885,0.0048850000000000005,1578568831.0,MG,stand
2020-01-09 11:20:31.621,-0.013896,-0.028779,-0.002215,1578568831.0,MG,stand
2020-01-09 11:20:31.721,-0.015136000000000004,-0.019329,0.015635,1578568831.0,MG,stand
2020-01-09 11:20:31.820,-0.010402,0.009514,-0.001607,1578568831.0,MG,stand
2020-01-09 11:20:31.921,0.008927,0.015473,-0.014889,1578568831.0,MG,stand
2020-01-09 11:20:32.021,0.039825,0.039494,-0.031586,1578568832.0,MG,stand
2020-01-09 11:20:32.121,0.003645,0.057723,-0.027338,1578568832.0,MG,stand
2020-01-09 11:20:32.220,0.035194,0.03784,-0.025686,1578568832.0,MG,stand
2020-01-09 11:20:32.320,0.042345,-0.010479,0.045402,1578568832.0,MG,stand
2020-01-09 11:20:32.421,0.018822,-0.001648,0.058921,1578568832.0,MG,stand
2020-01-09 11:20:32.520,0.004519,0.052406,-0.021038,1578568832.0,MG,stand
2020-01-09 11:20:32.620,0.001962,0.012002,-0.035507,1578568832.0,MG,stand
2020-01-09 11:20:32.720,-0.023746,0.007018000000000001,0.014111000000000004,1578568832.0,MG,stand
2020-01-09 11:20:32.820,-0.021977,-0.010382,0.026506,1578568832.0,MG,stand
2020-01-09 11:20:32.920,0.000384,0.004318,-0.013332,1578568832.0,MG,stand
2020-01-09 11:20:33.020,0.035469,0.001689,-0.02245,1578568833.0,MG,stand
2020-01-09 11:20:33.120,-0.016689,0.011466,0.014826,1578568833.0,MG,stand
2020-01-09 11:20:33.220,-0.011032,0.000165,0.033144,1578568833.0,MG,stand
2020-01-09 11:20:33.320,0.005018,-0.011589,0.031243,1578568833.0,MG,stand
2020-01-09 11:20:33.420,-0.00171,0.0028120000000000003,0.010551,1578568833.0,MG,stand
2020-01-09 11:20:33.520,0.011493,0.009868,-0.0068200000000000005,1578568833.0,MG,stand
2020-01-09 11:20:33.620,0.010455,0.019143,-0.001903,1578568833.0,MG,stand
